Location name,Amount spent (MYR)
Johor,371
Kedah,246
Kelantan,213
Kuala Lumpur,456
Labuan,≤100
Malacca,104
Negeri Sembilan,174
Pahang,373
Penang,161
Perak,278
Perlis,≤100
Putrajaya,≤100
Sabah,270
Sarawak,280
Selangor,965
Terengganu,193
