Page ID,Page name,Disclaimer,Amount spent (NGN),Number of ads in Library
681779338505564,Yiaga Africa,Yiaga Africa with Facebook Ad Credits,654212,7
110808857137968,Marilyn Okowa-Daramola,Marilyn Okowa-Daramola,38268,7
126460284139483,Nigerianeye,NigerianEye,28586,2
107241665289643,Nigeria 4 Peter Obi,Ajibola Adeboye,26869,2
903423006458068,Orodata Science,Orodata Science,25313,3
211082306470490,Klick Media NG,Klick Media NG,15619,6
101313636221741,WaleKuku4Senate,Ajibola Adeboye,14959,2
1567614746869354,Daily Shopping,Awotidebe Oluwaseyifunmi,12142,3
200480966638039,Supremacy 1914,These ads ran without a disclaimer,11730,3
1378356925818542,Advertise With Us,Joshua Keftin Amuga,7074,10
105143599185359,Igwe Nnamdi Michael,Igwe Nnamdi Michael,6916,2
102399141248203,Chief Edward David Onoja,Isaac Ukpahiu'ojo Agene,6390,2
191066234648103,Shehu Musa Yar'Adua Foundation,Shehu Musa Yar'Adua Foundation,5938,1
100519749481655,Labour Party Ogun State,Ajibola Adeboye,4829,1
2162773263850270,Khalil Network,Khalil Network,4150,2
312632449480846,Governor Ifeanyi A. Okowa,Governor Ifeanyi A. Okowa,4150,3
100202924924063,Page 36,Page 36,3524,9
101252718291964,Swisslife TV,These ads ran without a disclaimer,3442,1
913242715449176,Prophet Ekong Ituen Ministries,Ekong Ituen,3080,2
103937487661032,Readytoleadafrica,ReadyToLeadAfrica,2806,2
108435045525899,Hon Gibson Reuben,Peter Reuben,2766,1
106064468251927,Community Initiatives to Promote Peace,ARDA DCI,2748,3
316575672459262,Hon.Dr Ekene Augustine Aghasiefo,Hon.Dr Ekene Augustine Aghasiefo,2526,2
104238252286926,Nwankwo Promise Chibuzo,Mboo Augustine Uchenna,2445,6
505188466251605,Huridac,Huridac,2048,1
101229044647022,Senator Mohammed Sani Musa,Suleiman Sani Musa,2002,4
100383154696053,Lukaconfu vocal,Lukaconfu vocal,1942,4
102169824695398,Rero TV,Rero TV,1898,3
112349224687773,Kufre Ekpoh,Kufre Imo Ekpoh,1750,1
104557275823271,Islamic Coin,These ads ran without a disclaimer,1383,3
101620952700531,Babandi Ibrahim,Babandi Gumel Ibrahim,1383,1
111788951862366,Prince Opeyemi Benjamin Ogunlami Campaign Media,Titilayo Ayodele Oretuga-Jilla,1080,1
548855585503561,Panda-tut  Enterprises Limited,Panda-tut Enterprises Limited,1003,2
1617885935139653,The Liberator,The Liberator,1001,1
606800679765375,Voice2RepNg,Accountability Lab Nigeria,988,1
216311481960,Bill Gates,These ads ran without a disclaimer,922,1
115157514857642,Ministry of Water Resources,David Dirisu,922,1
474949016032212,Akin Fadeyi Foundation,Akin Fadeyi Foundation,894,3
241499009731835,Ifeanyichukwu Ibezi,Ifeanyichukwu Ibezi,859,1
110043258402172,Hon. Habibu Abubakar Sambo -Imamu,Habibu Sambo Abubakar,848,1
103056309161921,Meksmedia,Meksmedia,494,1
258810957658900,Adamu A. Babale Makera,Adamu A. Babale Makera,461,3
109366762070994,Emodah,Emodah,426,2
115798340116713,Ogouniquetv,Ogouniquetv,410,2
684480475094920,Discover Inner Mongolia,These ads ran without a disclaimer,397,1
382672421842823,Africa International Housing Show,Africa International Housing Show,387,1
103584535985222,MåyørØf ÖñdõStåtë,These ads ran without a disclaimer,331,1
112268064929703,Mailantarki Campaign Organisation 2023,Mailantarki Campaign Organisation 2023,327,1
1408418179203719,Who’s Talking With Adesuwa Lato,Shedrack Seledesaghabofa Edon,316,1
116248814706806,Vote4climateng,Adebiyi Agnes,302,3
102810799378272,Joe Ikenwe,These ads ran without a disclaimer,290,2
318527089023089,Legacy Project,Damian Osafile,282,1
203283343044987,United Youths of Naija,United Youths of Naija,263,1
119883728629486,Fareedah umar,These ads ran without a disclaimer,259,1
113727243819356,Emeka Lumen,These ads ran without a disclaimer,255,1
878141452335886,The Hope For Nigeria,Kerry Kenu,240,1
101813086045206,Hon. Suleiman Abdulrazak Sariki,Hon. Suleiman Abdulrazak Sariki,225,2
104680361991427,Hon. Mojisolaoluwa Alli-Macaulay,Omayeli Christabell Amorighoye,221,1
114412254925040,Uba Sani Online,Mj Usman,176,1
106382095021235,Dr. Chukwuemeka Festus Omaremi Campaign Organization Page.,Dr. Chukwuemeka Festus Omaremi Campaign Organization Page.,159,1
195799657105195,SEGi University & Colleges,These ads ran without a disclaimer,151,2
102283542638524,Joe Executive Global  Real Estates,These ads ran without a disclaimer,129,1
106707292190882,Dibuto Africa,These ads ran without a disclaimer,123,1
111019431789198,Young Leaders Actors for Change Lac-Lac Network,These ads ran without a disclaimer,112,1
113918751208434,harmiethomes,These ads ran without a disclaimer,112,2
361903161076410,TV-News24,These ads ran without a disclaimer,111,1
102255729100706,The Company Real Estate Properties,These ads ran without a disclaimer,109,1
108005928838452,anitanwaokoru,These ads ran without a disclaimer,107,1
107067182263965,KAURA RAPID RESPONSE TEAM,KAURA RAPID RESPONSE TEAM,≤100,1
451356965365008,African STATE Technology,These ads ran without a disclaimer,≤100,1
186299725347548,Uka theresa ngozi,These ads ran without a disclaimer,≤100,1
109562720823279,CGTN Sports Scene,These ads ran without a disclaimer,≤100,2
111654245049120,Isaac tani'wo oke fans page,These ads ran without a disclaimer,≤100,1
119723736100630,Ala - Delight Publicity Services,Moses Oyinkuro,≤100,1
112102081767937,jost_living,These ads ran without a disclaimer,≤100,1
102908838246744,Enugu Think Outside The Box,Bolaji Adedotun Adeshokan,≤100,1
103709948242540,Apostle Eklyn Ministries,These ads ran without a disclaimer,≤100,1
1744911689126391,12up,These ads ran without a disclaimer,≤100,1
108777062025094,Prince Olusegun Eletu Alli,These ads ran without a disclaimer,≤100,1
108820175107975,Barr. Peremobowei Gita Campaign Organization,Moses Oyinkuro,≤100,1
1509413712605916,ICAO - International Civil Aviation Organization,These ads ran without a disclaimer,≤100,1
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,1
107169378836825,Izy Solar Esp,These ads ran without a disclaimer,≤100,1
105639304646221,kiyasthriftstore_2,These ads ran without a disclaimer,≤100,1
2354017254707192,Learning English with Oxford,These ads ran without a disclaimer,≤100,1
111160730747637,Trivia Stars,These ads ran without a disclaimer,≤100,2
15713980389,MTV UK,These ads ran without a disclaimer,≤100,1
