Location name,Amount spent (CAD)
Alberta,13629
British Columbia,18393
Manitoba,3542
New Brunswick,1382
Newfoundland and Labrador,832
Northwest Territories,192
Nova Scotia,1456
Nunavut,180
Ontario,26111
Prince Edward Island,516
Quebec,23573
Saskatchewan,2126
Unknown,≤100
Yukon,171
