Page ID,Page name,Disclaimer,Amount spent (VEF),Number of ads in Library
341721517096411,Radio Asamblea Nacional,an advertiser in Venezuela,50500000,4
564188034075673,Roberto Enriquez,an advertiser in Venezuela,39862495,2
37896015468,"Embajada de los EE.UU., Venezuela",an advertiser in Venezuela,17750000,8
100426612940178,Concejo Municipal de San Diego,an advertiser in Venezuela,14750000,1
148231808588187,Gatorade Venezuela,an advertiser in Venezuela,12272498,2
11449543593,Carlos Ocariz,an advertiser in Venezuela,10500000,6
100112745687674,Creemos Alianza Ciudadana,an advertiser in Venezuela,6750000,6
102909028767557,Nabil Maalouf,an advertiser in Venezuela,3750000,2
329454973810761,Elias Sayegh,an advertiser in Venezuela,2000000,2
333721726763601,Darwin Gonzalez,an advertiser in Venezuela,750000,6
117311267063459,Postgrados Universidad Metropolitana,an advertiser in Venezuela,742500,2
116310878056949,Mandy Wong Chatgpt,These ads ran without a disclaimer,360463,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,331320,3
102901055579612,Alcaldia Alberto Adriani,an advertiser in Venezuela,250000,1
1702138929926817,Mongabay Latam,These ads ran without a disclaimer,47500,1
113636080297063,CRATE Capacita,These ads ran without a disclaimer,29014,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,756,1
714654452225838,Ricardo Cusanno /PerfilPúblico,These ads ran without a disclaimer,≤100,1
333426070147135,Benny Kuriakose Associates,These ads ran without a disclaimer,≤100,2
109391388543268,Mariana Alves,These ads ran without a disclaimer,≤100,2
114496691584484,Dre2644-Novels,These ads ran without a disclaimer,≤100,2
1102199946478493,Spotlight,These ads ran without a disclaimer,≤100,3
861466007236368,MarthaQuiñones,These ads ran without a disclaimer,≤100,1
462848513792011,国家大剧院National Centre for the Performing Arts,These ads ran without a disclaimer,≤100,1
