Location name,Amount spent (ARS)
Buenos Aires,1586418
Catamarca,73130
Chaco,110437
Chubut,102892
Ciudad Autónoma de Buenos Aires,344071
Corrientes,43389
Córdoba,1853505
Entre Rios,132558
Formosa,60240
Jujuy,39013
La Pampa,61898
La Rioja,21853
Mendoza,51132
Misiones,68600
Neuquén,293112
Río Negro,50913
Salta,76020
San Juan,114179
San Luis,58590
Santa Cruz,8669
Santa Fe,450967
Santiago del Estero,15840
Tierra del Fuego,33910
Tucuman,121085
Unknown,139
