Page ID,Page name,Disclaimer,Amount spent (ILS),Number of ads in Library
109049212192912,יעקב בורובסקי-לראשות העיר חיפה,יעקב בורובסקי-לראשות העיר חיפה,5664,16
107217383988190,מגזין אפוק,Epoch Magazine,4099,72
1534418936869034,אתר החדשות דבר,אתר החדשות דבר,3648,11
111523625527552,התנועה לאיכות השלטון,התנועה לאיכות השלטון,3357,15
114429471587565,"יפעת עובדיה לוסקי - יו""ר קק""ל",קרן קימת לישראל,3144,4
44385426513,Greenpeace Israel   - גרינפיס ישראל,Greenpeace Israel   - גרינפיס ישראל,1346,16
500238833397356,ציפי ברנד,ציפי ברנד,1239,15
1197610913585169,אורנה ברביבאי - Orna Barbivay,אורנה ברביבאי - Orna Barbivay,1218,6
116563891775107,עיריית פתח תקווה,עיריית פתח תקוה,1153,43
112933168448095,בת שבע אבוחצרה - לראשות העיר כרמיאל,בת שבע אבוחצרה - לראשות העיר כרמיאל,1129,8
1073548259341247,לובי 99,לובי 99,1088,6
107836625941364,Yair Lapid - יאיר לפיד,מפלגת יש עתיד,1080,2
1662907067255622,איגוד הגז הטבעי,Unik,1049,4
138399090105076,הבנק החברתי למזון תינוקות,הבנק החברתי למזון תינוקות,1023,2
103563939372367,ברק סרי - Barak Seri,ברק סרי - Barak Seri,998,2
103851839280828,חופשי בארצנו - מטה המאבק,מטה המאבק - נלחמים על הדמוקרטיה,942,37
197318587089671,יורם שמעון - Yoram Shimon,יורם שמעון - Yoram Shimon,929,2
204780362875106,מקור ראשון,מקור ראשון,881,48
115456451553737,יונה יהב,יונה יהב,828,7
219091481560790,מרים פיירברג - איכר,נתניה אחת,791,3
163213311020271,רונן סלטון לראשות המועצה,רונן סלטון לראשות המועצה,690,3
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",673,25
1694881230559425,אבירם דהרי,אבירם דהרי,631,22
108787681841168,רישיון נשק בקליק,רישיון נשק בקליק,618,2
474079052648531,יועז הנדל   Yoaz Hendel,יועז הנדל,607,1
106895605678077,מחאת המילואימניקים,מילואימניקים,591,2
124395890927240,הקרן החדשה לישראל,הקרן החדשה לישראל,580,11
249479152534875,Kfir Swisa - כפיר סויסה,Kfir Swisa - כפיר סויסה,566,2
108714485611920,רמי גרינברג ראש עיריית פתח תקווה - סיעת התחדשות למועצת העיר,רמי גרינברג ראש עיריית פתח תקווה - סיעת התחדשות למועצת העיר,544,4
111207016890796,Liora Levy - ליאורה לוי,נתניה אחת,537,3
649373828424341,Moshe Lion - משה ליאון,Moshe Lion - משה ליאון,525,3
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",511,6
1954699454767994,שי זולדן - Shay Zoldan,שי זולדן,484,12
199381213757428,שי קינן - shai keinan,שי קינן - shai keinan,481,4
119995701391029,בית בן-גוריון בתל אביב,בית בן גוריון,470,1
104222621115858,הביטחוניסטים,הביטחוניסטים,462,11
153664638161877,מתן דיל- Matan Dil,מתן דיל- Matan Dil,435,3
562900707171914,ליעד אילני לראשות עיריית רמת-גן,סיעת רמת-גן שלנו,419,2
146122195591636,שלומי לחיאני - בת ים בראש מורם,שלומי לחיאני - בת ים בראש מורם,408,28
178433145502975,Avigdor Liberman - אביגדור ליברמן,ישראל ביתנו,400,14
112169951926386,אלון רוזן,אלון רוזן,397,1
231854074020198,יחד בראשות עדי פרילינג אנקורי,יחד בראשות עדי פרילינג אנקורי,394,1
369655989728696,אסף דעבול - Asaf Daabul,אסף דעבול - Asaf Daabul,376,5
256546887847232,עיריית רמת גן,עיריית רמת גן,363,4
218832864804823,הקריה האקדמית אונו - מינהל הציונות הדתית,הקריה האקדמית אונו - מנהל הציונות הדתית,359,7
104020512761050,أجا الوقت,Standing Together,349,3
1484712825147171,Tomer Warsha Adv • Immigration to Israel • Aliya • Immigrants • Citizenship,"משרד עו""ד תומר ורשה",348,13
108212852272431,ג'קי יעקב צבי,יעקב ג'קי צבי לראשות המועצה,342,6
107107231197546,אלון אזולאי -Alon Azulay,אלון אזולאי -Alon Azulay,341,5
525508244192924,אלי לנקרי - Eli Lankri,אלי לנקרי - Eli Lankri,336,5
316346795391337,"פתח לתקווה - בראשות עו""ד אורנה דוידאי","פתח לתקווה - בראשות עו""ד אורנה דוידאי",335,7
161648040544835,יצחק הרצוג - Isaac Herzog,יצחק הרצוג - Isaac Herzog,334,1
107124799990825,חן שרייבר-נשיא לשכת רואי החשבון בישראל,חן שרייבר,319,6
1129270547137227,EcoHeat,"אקוהיט מערכות חימום בע""מ",312,1
109242871232111,מתן בארי,מתן בארי,311,1
1457440094475905,Stav Shaffir סתיו שפיר,Stav Shaffir סתיו שפיר,308,3
197861515565,שתיל - شتيل - Shatil,שתיל - Shatil,308,23
109523830757998,דמוקרטtv,דרכנו,306,2
219236568818575,גלית שאול - ראשת מועצת עמק חפר,גלית שאול - ראשת מועצת עמק חפר,300,6
124894077550811,ישראל חופשית,ישראל חופשית,299,4
120240631007633,הילה לנקרי-מיוסט,הילה לנקרי-מיוסט,294,4
111919847028684,שומרים - המרכז לתקשורת ודמוקרטיה,שומרים - המרכז לתקשורת ודמוקרטיה,293,3
1510157982620509,הלן גלבר - Helen Gelber,הלן גלבר - Helen Gelber,290,6
877405719007268,מכון ארגמן - Argaman Institute,מכון ארגמן,272,17
106729829160918,גייל שורש לראשות העיר רמת השרון,free ramat hasharon,270,11
119889504408611,שלומי קדוש חבר מועצת העיר קרית ים,שלומי קדוש חבר מועצת העיר קרית ים,269,3
124191360932729,התעוררות בירושלים,התעוררות בירושלים,267,10
1514952655390958,משרד תומר ורשה - עורכי דין • הגירה והסדרת מעמד • אשרות בישראל • זכויות אדם,"משרד עו""ד תומר ורשה",265,9
279345532129864,ההסתדרות הציונית העולמית,ההסתדרות הציונית העולמית,262,4
113667445129470,Helen Gelber - Элен Гельбер,הלן גלבר,262,1
361464970647064,זהר בלום - Zohar Blum,זהר בלום - Zohar Blum,256,1
140536699429565,המכון למחקרי ביטחון לאומי,המכון למחקרי ביטחון לאומי,254,3
233543866802446,גבריאל ריזינשוילי - Gabriel Rizinashvili,גבריאל ריזינשוילי - Gabriel Rizinashvili,251,3
104422122740691,Рами Гринберг - мэр Петах-Тиквы,רמי גרינברג ראש עיריית פתח תקווה - סיעת התחדשות למועצת העיר,251,1
102130312025727,נירה שפק - Nira Shpak,נירה שפק - Nira Shpak,249,2
315149999091604,אביש שלמה לראשות מועצה אזורית מנשה,אביש שלמה לראשות מועצה אזורית מנשה,247,13
1435922513325831,איציק לב לראשות העיר חריש,איציק לב לראשות העיר חריש,244,12
103185328887035,דניאל ליזרוביץ',דניאל ליזרוביץ',239,3
216394682076449,צילה רשף מועצת זכרון יעקב,צילה רשף מועצת זכרון יעקב,237,6
103851895179872,אמהות לביאות,אמהות לביאות,235,3
493870400705407,"ד""ר אלי לחמני","ד""ר אלי לחמני",232,8
954415847987172,תעסוקה שווה - פתרונות תעסוקה למעסיקים ולאנשים עם מוגבלות,תעסוקה שווה - פתרונות תעסוקה למעסיקים ולאנשים עם מוגבלות,229,29
106836891775374,אסנת ספורטה - Osnat Saporta,אסנת ספורטה - Osnat Saporta,228,2
308048836418327,הילה שלם והתושבים - רצים לראשות העיר,הילה שלם והתושבים - רצים לראשות העיר,228,4
118771164474162,נתיבות של כולנו,נתיבות של כולנו,223,3
305986442906304,סלע מאיר הוצאה לאור,סלע מאיר דיגיטל,221,2
105275438920642,חדשות גוש דן,These ads ran without a disclaimer,220,4
1372218169585611,"איתי מתיתיהו - סגן ראש העירייה, יו""ר רשימת יש עתיד וצעירי ראשון לציון","איתי מתיתיהו - סגן ראש העירייה, יו""ר רשימת יש עתיד וצעירי ראשון לציון",211,1
1395918227341473,עיריית חדרה,עיריית חדרה,211,1
1633801720194315,מועצה מקומית פרדס חנה כרכור,מועצה מקומית פרדס חנה כרכור,210,8
1824323844461002,יקיר שינדלר,יקיר שינדלר,207,1
114630296604026,"Davar - Workers, Society and Economy in Israel",דבר העובדים בארץ ישראל,206,4
723141737847411,ראובן לדיאנסקי,ראובן לדיאנסקי,205,2
390174201363786,Eli Nacht • אלי נכט,Eli Nacht • אלי נכט,202,11
295211077200566,מרצ כפר סבא,מרצ כפר סבא,200,3
979469898759509,יוסי חביליו - Yosi Havilio,יוסי חביליו - Yosi Havilio,197,6
106399699069435,משרד עורכי דין טל אופיר - Tal Ofir Law Firm,These ads ran without a disclaimer,195,1
263337740379308,Ran Rahav,Ran Rahav Communications & Public Relations LTD,191,4
103428925850338,אבי סלמה - נתניה,אבי סלמה - נתניה,189,1
117658294683078,ישראלTop5,top5israel,188,4
105682927647367,תומר גלאם,תומר גלאם,188,1
109901032124238,גל זנדני,גל זנדני,187,12
1035272329966416,ליאור גלבוע לראשות העיר,ליאור גלבוע לראשות העיר,187,4
276364932900823,יוני חכימי לראשות פרדס חנה כרכור,יוני חכימי לראשות פרדס חנה כרכור,187,4
380816475304653,Yuval zellner - יובל צלנר,Yuval zellner - יובל צלנר,187,2
140870339416063,משה ינאי,משה ינאי,187,3
109717378827781,באה בטוב - קרן מקסימוב ברנדס לראשות העיר רמת השרון,Keren-MB - קרן מקסימוב ברנדס,187,1
104221385973111,אלי אנקונינה-  ראש  העיר אור עקיבא,אלי אנקונינה-  ראש  העיר אור עקיבא,187,2
536794249813012,תומר גלאם - Tomer Glam,תומר גלאם - Tomer Glam,187,2
105744449044010,Алон Азулай,Алон Азулай,187,2
102524746200583,רחמים מלול - ראש עיריית רחובות,רחמים מלול,187,3
108115348997001,מידן בר לראשות מועצת עמק חפר,מידן בר,186,14
100962763064910,בן כהן - לראשות המועצה באר טוביה,בן כהן,185,10
125126963820139,סיעת רק-ביחד,רז קינסטליך- בחירות לראשות עיריית ראשל״צ,184,4
1838534943110252,שלמה שש  גן רווה,שלמה שש  גן רווה,183,4
313816005938472,תנופה לעפולה - שומרים על הבית,תנופה לעפולה - שומרים על הבית,181,3
108220028402956,هيثم طه - رئيس بلدية كفر قاسم القادم بإذن الله,هيثم طه - رئيس بلدية كفر قاسم القادم بإذن الله,179,1
444832565529651,המכון הישראלי לדמוקרטיה,המכון הישראלי לדמוקרטיה,179,41
1678753882355496,איגוד העובדות והעובדים הסוציאליים,איגוד העובדות והעובדים הסוציאליים,179,1
1384004838583167,רונן פלוט - Ronen Plot,רונן פלוט - Ronen Plot,177,4
1828669360700280,דרך שירה בנקי - shira banki's way,Shira Banki's Way - דרך שירה בנקי,176,5
101573499695928,ים מאיר קרן,נתניה אחת,175,1
846516645391265,ולדימיר בליאק - Vladimir Beliak,ולדימיר בליאק - Vladimir Beliak,175,2
122727460825521,שמוליק דודאי לראשות מ.א. עמק יזרעאל,שמוליק דודאי,174,10
113065595006048,ענת כנורי לראשות העיר חולון 2023,ענת כנורי לראשות העיר חולון 2023,166,5
105739405877681,יחיאל לסרי - Yechiel Lasry,יחיאל לסרי,164,3
174270389949755,ישראל גנץ - Israel Ganz,ישראל גנץ - Israel Ganz,164,11
128834187134576,Ahmad Tibi احمد طيبي,Ahmad Tibi احمد طيبي,162,1
670447859788515,יניב דרי - מחוברים לתושב,Yaniv Derry,162,3
107267941774176,רמת-גן שואלת,סיעת רמת-גן שלנו,157,1
112848572066805,מחאת ההייטק,מחאת ההייטק,153,2
287663625305114,ניר בן חיים - Nir Ben Haim,ניר בן חיים - Nir Ben Haim,153,5
113920975088292,טוב לדעת,טוב לדעת,152,2
1616620351898508,Адвокат Варша • Иммиграция • Рабочая виза в Израиле • Воссоединение семьи,"משרד עו""ד תומר ורשה",151,5
1010890709085110,תומר יעקב,תומר יעקב,151,10
319883612234507,ליאור שמחה - Lior Zimche,ליאור שמחה - Lior Zimche,149,3
101321749348491,אליהו רביבו Eliyahu Revivo,אליהו רביבו Eliyahu Revivo,146,3
147314178787332,אלי יריב - Eli Yariv,אלי יריב - Eli Yariv,145,2
370270343005611,ישראל ביתנו,ישראל ביתנו,143,4
615531405455497,הדר לביא,הדר לביא,142,6
114433028268482,נביו אבבה,נביו אבבה,139,5
251040535229741,יאיר צברי - Yair Zabari,יאיר צברי - Yair Zabari,138,2
108760035823125,The Van Leer Jerusalem Institute - מכון ון ליר בירושלים,The Van Leer Jerusalem Institute - מכון ון ליר בירושלים,138,10
137845863501266,Ронен Плот,Ронен Плот,137,5
810904589094226,צביקה ברוט - Tzvika Brot,צביקה ברוט - Tzvika Brot,136,3
155300937864628,המרכז להעצמת האזרח,המרכז להעצמת האזרח,135,2
107476928307805,אשדודי - יש לנו חדשות בשבילך,אשדודי - יש לנו חדשות בשבילך,133,1
221885774492166,לשכת המסחר,לשכת המסחר,133,2
450583275090800,אלי כהן - Eli Cohen,אלי כהן - Eli Cohen,132,2
936130799779065,עו״ד אלברט טייב בשביל הכפר,עו״ד אלברט טייב בשביל הכפר,132,3
120219177648236,רוח חדשה ברמלה - בראשות רותם כהן כחלון,רוח חדשה ברמלה - בראשות רותם כהן כחלון,131,3
240220956154452,שירי חגואל - סיידון,נתניה אחת,130,1
1376946122530211,ניסן בן חמו - Nisan Ben Hamo,ניסן בן חמו - Nisan Ben Hamo,129,10
531891887148785,הראל שהם - Harel shoham,הראל שהם - Harel shoham,129,3
107058789108097,יאיר מעיין - Yair Maayan,יאיר מעיין,128,5
106291042155217,الصفحه الرسمية للمرشح عدنان عيسى لرئاسة بلدية كفر قاسم 2023,الصفحه الرسمية للمرشح عدنان عيسى لرئاسة بلدية كفر قاسم 2023,127,2
100262749814598,קובי אלירז - לראשות מועצת בנימין,קובי אלירז - לראשות מועצת בנימין,126,9
172680759548006,האקדמית רמת-גן,המכללה האקדמית רמת גן,126,3
1913755198907011,"המרכז הרפואי לטיפול בהשמנה - ד""ר רז",המרכז הרפואי לטיפול בהשמנה,125,1
151429721541665,Dan Illouz -  דן אילוז,Dan Illouz -  דן אילוז,125,11
1733408463408762,הגר פרי- יגור,הגר פרי- יגור,124,2
536667660149293,מתן כהנא Matan Kahana,מתן כהנא Matan Kahana,122,1
220045128798930,"עו""ד ידידיה בלומהוף - תביעות משרד הביטחון",משרד עורכי דין ידידיה בלומהוף,121,8
102703162781358,הדס שקד - נכונה לגלבוע,הדס שקד - נכונה לגלבוע,120,9
1812470472361578,Давид Бен-Авраам депутат городского совета  - דוד בן אברהם,Давид Бен-Авраам депутат городского совета  - דוד בן אברהם,119,7
106325622347502,אלחנן שורץ לראשות מועצה אזורית חוף הכרמל,אלחנן שורץ לראשות מועצה אזורית חוף הכרמל,118,2
105934298594064,יוסי כהן - Yossi Cohen,יוסי כהן - Yossi Cohen,118,4
269134040188575,Shimon Katznelson - שמעון כצנלסון,Shimon Katznelson - שמעון כצנלסון,117,1
655073717925481,קרן ברל כצנלסון,קרן ברל כצנלסון,116,10
561328147655037,רחובות חופשית,רחובות חופשית,115,2
975710572458134,عايدة توما-سليمان עאידה תומא-סלימאן,عايدة توما-سليمان עאידה תומא-סלימאן,113,2
108037760571199,הקונגרס הישראלי,הקונגרס הישראלי,113,7
100900832922166,אחים לנשק-לוחמים ולוחמות במסע להצלת הדמוקרטיה,אחים לנשק-לוחמים ולוחמות במסע להצלת הדמוקרטיה,111,2
790149967713981,דרכנו,דרכנו,111,1
112779795076593,שי יזרעאלי - לראשות המועצה האזורית עמק יזרעאל,שי יזרעאלי - לראשות המועצה האזורית עמק יזרעאל,110,3
110248608781992,בית הספר הדמוקרטי בגולן,בית ספר הדמוקרטי בגולן,109,3
128753804569169,"עו""ד רחל פרץ גלם לראשות המועצה האזורית באר טוביה","עו""ד רחל פרץ גלם לראשות המועצה האזורית באר טוביה",107,8
1915868198652314,האם ראית את האופק לאחרונה?,האם ראית את האופק לאחרונה?,107,2
108820357145208,יצחק וסרלאוף,יצחק וסרלאוף,106,1
104063512343698,פשוט טוב.,פשוט טוב.,104,2
219256864871723,Lea Fadida לאה פדידה,Lea Fadida לאה פדידה,103,2
219292404944900,אביב איטח Aviv Itach,אביב איטח Aviv Itach,102,2
106037399237990,שלומי פרץ לראשות בנימינה-גבעת עדה,שלומי פרץ לראשות בנימינה-גבעת עדה,102,5
914741188600735,עומדים ביחד نقف معًا,עומדים ביחד نقف معًا,102,2
110953105276453,"מרלן שחאדה, משרד עורכי דין","מרלן שחאדה, משרד עורכי דין",102,21
105882429103143,ערן פרלמן לראשות העיר הוד השרון,ערן פרלמן,101,1
221429664638160,קדמה,קדמה,101,4
113535078333305,סיעת אזרחים ותיקים פרדס חנה - כרכור,סיעת אזרחים ותיקים פרדס חנה - כרכור,101,21
100200662056481,Владимир Белиак,Владимир Белиак,101,1
134252303927914,Майкл Мур - מייקל מור,Майкл Мур - מייקל מור,≤100,1
117621584537422,"עו""ד ניסן זכריה לראשות העיר חולון","עו""ד ניסן זכריה לראשות העיר חולון",≤100,6
104405316012511,עליזה בלוך - Aliza Bloch,עליזה בלוך,≤100,3
213683622308164,עמיחי בן שלוש - Amihai Ben Shlush,עמיחי בן שלוש - Amihai Ben Shlush,≤100,1
347519992380551,אביעד סיני לראשות מועצת פרדס חנה כרכור,אביעד סיני לראשות מועצת פרדס חנה כרכור,≤100,1
109529415539214,מאמינים בחדרה,מאמינים בחדרה,≤100,1
403470203161681,"קרן רש""י - Rashi Foundation","קרן רש""י לצמצום פערים חברתיים",≤100,1
196010704541252,ניר קריסטל - Nir Crystal,ניר קריסטל - Nir Crystal,≤100,2
113469085034295,בחירות 360 - ניהול קמפיינים לבחירות,בחירות 360 - ניהול קמפיינים לבחירות,≤100,2
167657276622943,אראל מרגלית - Erel Margalit,אראל מרגלית - Erel Margalit,≤100,1
108776220922414,אלי דלל - Eli Dallal,אלי דלל - Eli Dallal,≤100,2
160178307760913,מחזקים,מחזקים,≤100,1
1689622451116127,יצחק פתיתו לראשות העיר אור עקיבא,מפלגת לב,≤100,4
103085619445870,ניר ברכיה משרד עורכי דין,ניר ברכיה משרד עורכי דין,≤100,2
107124799990825,חן שרייבר-נשיא לשכת רואי החשבון בישראל,These ads ran without a disclaimer,≤100,4
102937426208027,זוהר ישרים - Zohar Yesharim,זוהר ישרים,≤100,8
130311209971965,יצחק קשת - ראש העיר שלי,יצחק קשת,≤100,2
182055351857379,"שח""ם - ארגון השחקנים והשחקניות בישראל","שח""ם - ארגון השחקנים בישראל",≤100,1
106285879037393,אודי דניאלי לראשות מועצת באר טוביה,אודי דניאלי לראשות מועצת באר טוביה,≤100,6
387662485168743,LPY הוצאת אזרחות פולנית,LPY הוצאת אזרחות פולנית,≤100,2
110770572052803,הבית של האזרחים הותיקים והתרבות - בראשות שוקי קרומר,הבית של האזרחים הותיקים והתרבות - בראשות שוקי קרומר,≤100,3
136995887053314,Matan Katzman - מתן כצמן,Matan Katzman - מתן כצמן,≤100,2
171948013605622,יצחק מירון תנופה לעפולה,יצחק מירון תנופה לעפולה,≤100,10
109913515759452,Bokra Net بُــــكرا,Bokra Net بُــــكرا,≤100,6
102538596209008,יאיר שטבון - לראשות העיר אריאל,lior shapira,≤100,1
107570621520073,אמיר ווסקו לראשות העיר קריית ים,אמיר ווסקו לראשות העיר קריית ים,≤100,4
248788905529463,Детали / новости Израиля,Детали / новости Израиля,≤100,2
114201461733889,"מיכאל וידל- ראש עיריית רמלה, העמוד הפוליטי",ראש העיר מיכאל וידל,≤100,1
845872788822559,"אר""מ - ארגון רופאי המדינה",ארגון רופאי המדינה,≤100,1
234855616659168,גדרתים בראשות סהר פינטו,גדרתים בראשות סהר פינטו,≤100,1
554308731366675,محامون من أجل إدارة سليمة - Lawyers for Good Governance,lawyers for good governance,≤100,44
390531014386170,Шимон Кацнельсон - Единый Ашдод,Шимон Кацнельсон - Единый Ашдод,≤100,1
123582784002861,הדמוקרטים כפר סבא,הדמוקרטים כפר סבא,≤100,1
101144196344561,מיכל אורון-עזני לראשות מועצת בנימינה-גבעת עדה,מיכל אורון-עזני לראשות מועצת בנימינה-גבעת עדה,≤100,3
