Page ID,Page name,Disclaimer,Amount spent (TRY),Number of ads in Library
111436922211991,AK Parti İstanbul,AK Parti İstanbul İl Başkanlığı,235622,32
158829607558395,Milliyetçi Hareket Partisi (MHP),Milliyetçi Hareket Partisi (MHP),166790,109
144295649058307,Ekrem İmamoğlu,Ekrem İmamoğlu,155349,46
510344522371733,Oy ve Ötesi,Oy ve Ötesi,98549,105
105347052558895,Ülküm Türkiye,Taha Güven,87964,4
76599755300,Kemal Kılıçdaroğlu,Kemal Kılıçdaroğlu,81976,55
101726388406507,Tabuta Sığmayanlar,Tabuta Sığmayanlar,72689,16
497191817041688,Erdoğan Gönüllüleri,Woo Medya ve Organizasyon Ltd Şti,51576,55
141870402543282,AK Parti,Ak Parti,51333,6
176338225842984,Yeşil Sol Parti,Yeşil Sol Parti,45249,9
1160506840785202,Murat Kurum,Murat Kurum,35277,21
1607304669378571,İlk Oy Hareketi,İlk Oy Hareketi,34694,50
102095934751904,Deva Partisi,Deva Partisi,23098,17
655349114629011,Av. Ece Güner,Av. Ece Güner,20703,5
100474483029551,Trabzon için Hemen Şimdi,Adil Çözüm,20383,16
462963834529864,Levent Uysal,Levent Uysal,20337,18
100431406701471,Internethaber,Internethaber,18523,8
210993622366044,TVNET,TVNET,17791,51
533617450479963,İdris Naim ŞAHİN,İdris Naim ŞAHİN,16273,8
417251848779475,Mehmet Ersoy,Mehmet Ersoy,16102,35
104555602151780,Ebrar Nura Umutol,Emrah Bilaloglu,15369,1
1930475813747433,Anket Araştırma Merkezi,Anket Araştırma Merkezi,14552,27
1414815935509791,MHP Kayseri Milletvekili Baki Ersoy,Latif Ersoy,13955,21
191453580768,Yeni Şafak,Piri Medya Anonim Sirketi,13729,12
105724511499805,Yeniden Refah Partisi,Yeniden Refah Partisi,13687,71
804210899660885,Ahmet Katar,Ahmet Katar,13585,27
373938392217,AK PARTİ ANKARA İL BAŞKANLIĞI,AK PARTİ ANKARA İL BAŞKANLIĞI,13491,2
106187277979172,Dijital Gaste,Veysel Karahan,12284,4
565167106929193,SOCAR Türkiye,Koordinat Medya Hizmetleri Ticaret Anonim Şirketi,12179,2
500796300357232,Turgay Baştuğ,Milliyetçi Hareket Partisi Ankara İl Başkanlığı,11670,55
787833781580301,Kim Kimdir?,Adem Demirkol,11632,70
255216477892758,CHP Ankara İl Başkanlığı,Anıl Can Arslan,10777,16
294889615437,Sinan Oğan,Sinan Oğan,10389,2
1407759386141852,Ahmet Akın,Ahmet Akın,10343,21
136130166537386,AK Parti Bursa İl Başkanlığı,AK Parti Bursa İl Başkanlığı,9733,4
217712041637127,AK PARTi Genel Merkez Gençlik Kolları Başkanlığı,AK PARTi Genel Merkez Gençlik Kolları Başkanlığı,9280,1
180404128680446,Dr. Şadi YAZICI,Dr. Şadi YAZICI,9205,7
338192240782851,Davut Gürkan,Davut Gürkan,9167,5
564235557361448,Gönül Adamı,Adem Demirkol,8325,22
209175722605698,Saffet Sancaklı,Saffet Sancaklı,7336,9
106257739113036,Yudum Kaşıkçı,Yudum Kaşıkçı,7197,29
109540128802596,Türkiye İletişim Grubu,Olcay Yalcin,6914,1
113823067080077,DEVA Partisi Sivas İl Teşkilatı,Taha Kutlu Çevik,6627,27
108107585034488,Bahadır Erdem,Bahadır Erdem,6214,2
378633122196492,Lutfullah Kayalar,Serhan Kayalar,6129,18
1807684336017268,Rıdvan Eşin,Gökhan Öztürk,5830,3
