Location name,Amount spent (JPY)
Aichi Prefecture,57085
Akita Prefecture,34637
Aomori Prefecture,3670
Chiba Prefecture,50960
Ehime Prefecture,5173
Fukui Prefecture,23145
Fukuoka Prefecture,119071
Fukushima Prefecture,4757
Gifu Prefecture,11023
Gunma Prefecture,29243
Hiroshima Prefecture,30504
Hokkaido,26689
Hyōgo Prefecture,36555
Ibaraki Prefecture,10930
Ishikawa Prefecture,5572
Iwate Prefecture,3283
Kagawa Prefecture,5302
Kagoshima Prefecture,9467
Kanagawa Prefecture,76529
Kumamoto Prefecture,11918
Kyoto Prefecture,18104
Kōchi Prefecture,2476
Mie Prefecture,8638
Miyagi Prefecture,12954
Miyazaki Prefecture,5277
Nagano Prefecture,19671
Nagasaki Prefecture,8410
Nara Prefecture,8883
Niigata Prefecture,11926
Okayama Prefecture,11677
Okinawa Prefecture,7025
Osaka Prefecture,175048
Saga Prefecture,5547
Saitama Prefecture,48111
Shiga Prefecture,30177
Shimane Prefecture,6823
Shizuoka Prefecture,17454
Tochigi Prefecture,40569
Tokushima Prefecture,3298
Tokyo,108007
Tottori Prefecture,1515
Toyama Prefecture,4179
Unknown,≤100
Wakayama Prefecture,5559
Yamagata Prefecture,4743
Yamaguchi Prefecture,5101
Yamanashi Prefecture,3999
Ōita Prefecture,16709
