Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,1061
Bicol Region,7087
Cagayan Valley,1972
Calabarzon,16574
Caraga,1520
Central Luzon,7691
Central Visayas,6729
Cordillera Administrative Region,971
Davao Region,4306
Eastern Visayas,2450
Ilocos Region,3034
Metro Manila,21144
Mimaropa,2244
Northern Mindanao,3370
Soccsksargen,3190
Unknown,≤100
Western Visayas,6273
Zamboanga Peninsula,2426
