Location name,Amount spent (CLP)
Antofagasta Region,74270
Araucanía Region,102704
Arica y Parinacota Region,47145
Atacama Region,23290
Aysén Region,17371
Bío Bío Region,248881
Coquimbo Region,89740
Los Lagos Region,89387
Los Ríos Region,51170
Magallanes y la Antártica Chilena Region,21039
Maule Region,88944
O'Higgins Region,86250
Santiago Metropolitan Region,1022674
Tarapacá Region,32776
Unknown,179
Valparaíso Region,252307
