Location name,Amount spent (VEF)
Amazonas,≤100
Anzoátegui,4000930
Apure,500620
Aragua,4405972
Barinas,2506976
Bolívar (state),3433577
Capital District,12250878
Carabobo,6000723
Cojedes,377758
Delta Amacuro,120103
Falcón,1700513
Guárico,882705
Lara,4398162
Miranda (state),3000517
Monagas,905256
Mérida,1433717
Nueva Esparta,500465
Portuguesa,1000465
Sucre,750465
Trujillo,750155
Táchira,4251757
Unknown,≤100
Vargas,957705
Yaracuy,1000310
Zulia,9206013
