Location name,Amount spent (ISK)
Capital Region,70278
Eastern Region,2425
Northeastern Region,7488
Northwestern Region,1169
Southern Peninsula,4542
Southern Region,6522
Unknown,≤100
Western Region,2860
Westfjords,1235
