Location name,Amount spent (TRY)
Adana Province,20440
Adıyaman Province,8390
Afyonkarahisar Province,4514
Aksaray Province,7108
Amasya Province,4159
Ankara Province,43564
Antalya Province,22576
Ardahan Province,1112
Artvin Province,2205
Aydın Province,9095
Ağrı Province,10146
Balıkesir Province,9556
Bartın Province,11064
Batman Province,9785
Bayburt Province,420
Bilecik Province,1542
Bingöl Province,428
Bitlis Province,757
Bolu Province,2961
Burdur Province,1469
Bursa Province,29387
Denizli Province,7051
Diyarbakır Province,8174
Düzce Province,2775
Edirne Province,1350
Elazığ Province,3818
Erzincan Province,4535
Erzurum Province,1770
Eskişehir Province,13480
Gaziantep Province,10900
Giresun Province,5171
Gümüşhane Province,997
Hakkâri Province,417
Hatay Province,6229
Isparta Province,3686
Istanbul Province,194528
Iğdır Province,1024
Kahramanmaraş Province,3750
Karabük Province,3645
Karaman Province,1296
Kars Province,736
Kastamonu Province,17426
Kayseri Province,12393
Kilis Province,1947
Kocaeli Province,26488
Konya Province,13357
Kütahya Province,2810
Kırklareli Province,1802
Kırıkkale Province,2612
Kırşehir Province,1155
Malatya Province,2305
Manisa Province,12822
Mardin Province,2304
Mersin Province,37016
Muğla Province,10791
Muş Province,466
Nevşehir Province,988
Niğde Province,1530
Ordu Province,6073
Osmaniye Province,2620
Rize Province,2734
Sakarya Province,3705
Samsun Province,16210
Siirt Province,1835
Sinop Province,2005
Sivas Province,4825
Tekirdağ Province,4992
Tokat Province,4992
Trabzon Province,12243
Tunceli Province,328
Unknown,313
Uşak Province,5988
Van Province,12258
Yalova Province,1137
Yozgat Province,3322
Zonguldak Province,20702
Çanakkale Province,5062
Çankırı Province,5218
Çorum Province,2779
İzmir Province,60305
Şanlıurfa Province,8305
Şırnak Province,1115
