Location name,Amount spent (ARS)
Buenos Aires,2635291
Catamarca,138220
Chaco,509167
Chubut,280718
Ciudad Autónoma de Buenos Aires,269983
Corrientes,66726
Córdoba,9249287
Entre Rios,239317
Formosa,164050
Jujuy,155602
La Pampa,113216
La Rioja,55526
Mendoza,67821
Misiones,39990
Neuquén,31840
Río Negro,48357
Salta,60963
San Juan,440766
San Luis,30984
Santa Cruz,157439
Santa Fe,1684231
Santiago del Estero,19857
Tierra del Fuego,27075
Tucuman,51641
Unknown,149
