Page ID,Page name,Disclaimer,Amount spent (GTQ),Number of ads in Library
167924689961661,Unidad Nacional de la Esperanza,Unidad Nacional de la Esperanza,10075,8
196258110831945,Partido Valor,Partido Valor,1893,6
167924689961661,Unidad Nacional de la Esperanza,Leonel Aníbal Quiñónez Aguilar,1093,2
643513979193133,Unidos por Beatriz,Neuma,≤100,5
104688849145773,Partido Republicano SCP,Mario Rene Monterroso,≤100,2
1678934402322447,Chapin TV,These ads ran without a disclaimer,≤100,1
101405406148203,Valor Suchitepequez,Byron Estuardo Villatorio Liu,≤100,2
119057720784594,El Búho,El Búho,≤100,1
103769008029892,Noticias San Marcos,Jennifer Lopez,≤100,1
112109935063365,El Compa Cacho,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
1196196390526965,Facebook Surveys,These ads ran without a disclaimer,≤100,1
608650595820049,The Conqueror Challenges,These ads ran without a disclaimer,≤100,4
100462962891122,M-read-12,These ads ran without a disclaimer,≤100,1
525464397477321,Cambia TU VIDA YA,These ads ran without a disclaimer,≤100,1
338109312883186,China Xinhua News,These ads ran without a disclaimer,≤100,1
108674205383901,Esx-mh-8,These ads ran without a disclaimer,≤100,1
223495844457800,China Plus Culture,These ads ran without a disclaimer,≤100,1
