Location name,Amount spent (JPY)
Aichi Prefecture,51081
Akita Prefecture,1544
Aomori Prefecture,1938
Chiba Prefecture,21867
Ehime Prefecture,2530
Fukui Prefecture,1894
Fukuoka Prefecture,47836
Fukushima Prefecture,3476
Gifu Prefecture,4128
Gunma Prefecture,4418
Hiroshima Prefecture,9053
Hokkaido,12745
Hyōgo Prefecture,17604
Ibaraki Prefecture,6888
Ishikawa Prefecture,3154
Iwate Prefecture,2410
Kagawa Prefecture,2795
Kagoshima Prefecture,2851
Kanagawa Prefecture,56180
Kumamoto Prefecture,4495
Kyoto Prefecture,18206
Kōchi Prefecture,1341
Mie Prefecture,4045
Miyagi Prefecture,12532
Miyazaki Prefecture,2359
Nagano Prefecture,6258
Nagasaki Prefecture,4022
Nara Prefecture,3509
Niigata Prefecture,4446
Okayama Prefecture,5233
Okinawa Prefecture,7088
Osaka Prefecture,83076
Saga Prefecture,2759
Saitama Prefecture,22969
Shiga Prefecture,4065
Shimane Prefecture,2334
Shizuoka Prefecture,9657
Tochigi Prefecture,4163
Tokushima Prefecture,1669
Tokyo,137105
Tottori Prefecture,961
Toyama Prefecture,2168
Unknown,≤100
Wakayama Prefecture,2047
Yamagata Prefecture,3772
Yamaguchi Prefecture,3247
Yamanashi Prefecture,2236
Ōita Prefecture,3596
