Page ID,Page name,Disclaimer,Amount spent (BMD),Number of ads in Library
174806462881204,Medical News,These ads ran without a disclaimer,≤100,2
23596074088,Dazed and Confused Magazine,These ads ran without a disclaimer,≤100,5
100696642943720,Daily Green,These ads ran without a disclaimer,≤100,1
