Page ID,Page name,Disclaimer,Amount spent (LBP),Number of ads in Library
1438703606372190,Elham Said Freiha,Elham Freiha,880597,2
154029261310643,LADE,LADE,418806,2
116157328113022,Hide Park,Friedrich-Ebert-Stiftung Lebanon Office,313433,1
212513695502997,Annahar Newspaper | جريدة النهار,Annahar Newspaper | جريدة النهار,283582,5
1398043333774301,The Lebanese Center for Policy Studies,The Lebanese Center for Policy Studies,268657,2
110470091436602,Ici Beyrouth,Ici beyrouth,253731,5
117345834653901,This is Beirut,Jad Najm,207761,4
1744356319118477,هنا لبنان,هنا لبنان,194030,10
2082052578716332,محمد شفيق حمود,Arab Window,179104,2
199579566767546,أنا والخبر,هيثم محمد طالب,149254,1
107800617419717,MYKA Foundation,Elie M. ElHelou,119403,1
102672531482527,Ihab Matar - إيهاب مطر,AW,108955,2
2509759842418472,LebTalks,Lebtalks,108209,3
394633411339696,fiftyfiftylb,FiftyFiftylb,104478,2
488000654896540,Kulluna Irada - كلنا إرادة,Kulluna Irada,89552,2
1904241623145929,Democracy Reporting International Lebanon,Sharks Creators,74627,2
236763870334042,Lebanese Daily,Lebanese Daily,71791,1
128417954019381,Al-Moltaka,Melhem Boustany,68657,1
322181790311,Lebanese Forces News,Lebanese Information Technology Services s.a.r.l,63582,2
110061328654858,Judge Mohamad Saab,Judge Mohamad Saab,59701,1
107698404702208,Alkalima,Alkalima Onlime,59701,1
100706719315707,The Policy Initiative مبادرة سياسات الغد,The Policy Initiative مبادرة سياسات الغد,44776,2
112056958469490,SPI Lebanon,SPI Lebanon,44776,2
446168552419572,SEEDS for Legal Initiatives - نواة للمبادرات القانونية,SEEDS for Legal Initiatives - نواة للمبادرات القانونية,29851,1
101845832471383,Jbeil District - قضاء جبيل,Jbeil District,29851,1
654770334942134,ILO Arab States - منظمة العمل الدولية، المكتب الاقليمي للدول العربية,These ads ran without a disclaimer,28806,1
278035695547539,Legal Agenda  المفكرة القانونية,legal Agenda,21045,1
172720001100793,تميز,These ads ran without a disclaimer,16642,3
111876598323760,صدى الأرز اللبنانية,صدى الأرز اللبنانية,14925,2
105319651353770,Jusur,Jusur,12985,1
344500588997099,Ezzaldeen Photography,Ezzaldeen Photography,3433,1
621083371323466,인민망,These ads ran without a disclaimer,≤100,1
101949155245965,Graduatez - Campus Life,These ads ran without a disclaimer,≤100,1
479285342097950,AeroTime,These ads ran without a disclaimer,≤100,1
102543172267906,Celebrity Protection,These ads ran without a disclaimer,≤100,1
556475357727793,World Organisation for Animal Health,These ads ran without a disclaimer,≤100,1
218798922334223,COFCO,These ads ran without a disclaimer,≤100,1
105033488803280,Zita Tv,These ads ran without a disclaimer,≤100,1
1548871702035547,Університет імені Альфреда Нобеля,These ads ran without a disclaimer,≤100,1
643647332320553,Orient - أورينت,These ads ran without a disclaimer,≤100,1
114186743283123,Australia Express,These ads ran without a disclaimer,≤100,1
