Page ID,Page name,Disclaimer,Amount spent (CRC),Number of ads in Library
643513979193133,Unidos por Beatriz,Neuma,34100,10
117702158266385,Antonio Álvarez Desanti,Antonio Alvarez Desanti,10654,3
265843867173714,La Revista,La Revista,3135,3
1540070352761579,Leslye Bojorges,Leslye Ruben Bojorges Leon,2959,1
101128242614247,Dr. Rodolfo Brenes Vargas,Rodolfo Brenes Vargas,2350,2
116150003163125,Fundación Pollitos de Hierro - Ayuda a niños con cáncer - Costa Rica,Fundación Pollitos de Hierro,165,1
140609392651493,Centro Alemán de Información para Latinoamérica,These ads ran without a disclaimer,≤100,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
285530825204,Klitschko,These ads ran without a disclaimer,≤100,2
316056528999754,Periodistas x el planeta,These ads ran without a disclaimer,≤100,9
