Location name,Amount spent (EUR)
Attica (region),2074
Central Greece (region),159
Central Macedonia,1025
Crete,197
Eastern Macedonia and Thrace,194
Epirus (region),110
Ionian Islands (region),≤100
Northern Aegean,≤100
Peloponnese (region),179
Southern Aegean,134
Thessaly,211
Unknown,≤100
Western Greece,217
Western Macedonia,≤100
