Page ID,Page name,Disclaimer,Amount spent (THB),Number of ads in Library
161651553861945,Amnesty International Thailand,Amnesty International Thailand,10618,18
327274740648929,แคน อติรุจ,These ads ran without a disclaimer,10521,1
108515294626891,สอบข้าราชการท้องถิ่น By Thurakan,สอบข้าราชการท้องถิ่น By Thurakan,1644,2
345127652279503,มูลนิธิสากลเพื่อคนพิการ,มูลนิธิสากลเพื่อคนพิการ,1363,4
480222865705980,สรรเพชญ บุญญามณี,สรรเพชญ บุญญามณี,978,2
111341764925564,สำนักสนับสนุนการพัฒนาระบบสุขภาพ - สำนัก 7 สสส.,สำนักสนับสนุนการพัฒนาระบบสุขภาพ - สำนัก 7 สสส.,953,6
1105604039583762,Line One สว.นท. ขอเชิญส่งประวัติ ส่วนตัว องค์กร เพื่อเข้ารับรางวัลประจำปี,Line One สว.นท. ขอเชิญส่งประวัติ ส่วนตัว องค์กร เพื่อเข้ารับรางวัลประจำปี,911,1
190744968374504,British Council Thailand English,These ads ran without a disclaimer,902,2
106759921930777,บริการเรียกรถ - ส่งของ Maxim,These ads ran without a disclaimer,774,2
104769961794110,อินทรัตน์ ยอดบางเตย,อินทรัตน์ ยอดบางเตย,676,11
105125715202609,ส.ส.ไผ่ ลิกค์,ส.ส.ไผ่ ลิกค์,667,4
2147352858864607,เตรียมสอบบรรจุ ข้าราชการท้องถิ่นและครูผู้ช่วย อปท.,These ads ran without a disclaimer,660,1
622674297897819,Screenshirt2020,Screenshirt2020,637,1
295129834227671,Unicharm Pet,These ads ran without a disclaimer,550,3
651699931624315,Techsauce,Techsauce,538,2
972019486321939,บู้ จเด็ศ จันทรา,บู้ จเด็ศ จันทรา,518,4
104393812499502,ชีทสรุปกฎหมาย สำหรับสอบราชการ พนักงานราชการ by.kantap,ชีทสรุปกฎหมาย สำหรับสอบราชการ พนักงานราชการ by.kantap,422,2
1683658098593742,THE STANDARD,"THE STANDARD CO., LTD",415,1
110931780694333,LAGOM,These ads ran without a disclaimer,313,1
231701717614410,ชายโช วินเทจ,These ads ran without a disclaimer,312,1
100624122148338,โรงพยาบาลรวมใจรักษ์ สุขุมวิท 62 Ruamjairak Hospital Sukhumvit 62,โรงพยาบาลรวมใจรักษ์ สุขุมวิท 62 Ruamjairak Hospital Sukhumvit 62,311,26
244116751842,Lenovo Thailand,These ads ran without a disclaimer,310,1
106151945819870,Dr.Fon clinic หาดใหญ่,Dr.Fon clinic หาดใหญ่,307,4
101903785231136,นายกไก่กังวาล ศักดิ์ชัย พิศาลผล,นายกไก่กังวาล ศักดิ์ชัย พิศาลผล,305,7
1647814138801784,Physiogel Thailand,These ads ran without a disclaimer,296,3
194806671454828,นายศาสตรา ศรีปาน - Sarttra Sripan,นายศาสตรา ศรีปาน - Sarttra Sripan,245,1
104553005992573,Short Note & Sheet สรุปสอบข้าราชการ และใบงาน,Short Note & Sheet สรุปสอบข้าราชการ และใบงาน,236,3
101160216140997,I-Por vintage ประมูลเสื้อมือสอง,I-Por vintage ประมูลเสื้อมือสอง,210,1
108876478142078,Maxtive Banana,These ads ran without a disclaimer,195,2
102895935319115,วิพุธ ศรีวะอุไร - Viput Srivaurai,วิพุธ ศรีวะอุไร - Viput Srivaurai,195,2
340110720173014,SaveThaiCuts,SaveThaiCuts,184,1
112084256875807,ศรัณย์วุฒิ ศรัณย์เกตุ,ศรัณย์วุฒิ ศรัณย์เกตุ,181,1
106804542303183,สำนักงานกฎหมายทนายใหญ่,สำนักงานกฎหมายทนายใหญ่,178,2
174738095989909,Pichai Naripthaphan,These ads ran without a disclaimer,171,1
234345809961492,ส.ส.จ๋า - วชิราภรณ์ กาญจนะ,ส.ส.จ๋า - วชิราภรณ์ กาญจนะ,164,1
105069437905215,เสื้อผ้า style ploy,These ads ran without a disclaimer,145,1
539119526485380,ทนายใหญ่ ธิมาชัย,ทนายใหญ่ ธิมาชัย,145,1
108078728711599,Dr.Fon clinic -หาดใหญ่,Dr.Fon clinic -หาดใหญ่,141,2
107612328588715,The Voters,The Voters,136,6
102000355765413,ธันย์ชนน ศรีอัษฎาวุธกุล - Thanchanon Sriusadawutkul,ธันย์ชนน ศรีอัษฎาวุธกุล - Thanchanon Sriusadawutkul,124,1
