Page ID,Page name,Disclaimer,Amount spent (MYR),Number of ads in Library
101433223004307,Harapan Malaysia,Harapan Malaysia,3792,27
457750270999884,Mahfuz Omar,AMANAH,1428,2
105507969277765,Tawaran Madani,Tawaran Madani,1292,147
100636399607458,Malaysia MADANI,Malaysia MADANI,1094,14
31373189944,Malaysiakini BM,FG Media Sdn Bhd,818,3
197799207237326,Pakatan Harapan,AMANAH,788,4
169284053121990,Pemuda PAS Bangi,Pemuda PAS Bangi,762,12
285441958608631,Gerakan Setia Johor,Gerakan Setia Johor,391,4
425293244166119,Sehinggit,Sehinggit,372,4
560429700762980,PAS SHAH ALAM,PAS SHAH ALAM,348,12
225685927482720,Pemuda PAS Selangor,DEWAN PEMUDA PAS NEGERI SELANGOR,345,7
108135858845529,Reformis Madani,Reformis Madani,311,5
135643903798815,Onn Hafiz Ghazi,Onn Hafiz Ghazi,301,1
87363369882,Sinar Harian,Sinar Harian,275,5
138361272876308,马华公会,马华公会,264,8
181209151921795,Parti Keadilan Rakyat,Parti Keadilan Rakyat,259,6
27588322041,BFM Radio - The Business Station,BFM Radio - The Business Station,250,17
2099566410093252,蔡伟杰,Parti Keadilan Rakyat Cabang Selayang,201,1
239848446510,IDEAS,Institute for Democracy and Economic Affairs (IDEAS),193,11
100173982517485,MyUndi,MyUndi,192,2
820162228169484,Jamaliah Jamaluddin,Jamaliah Jamaluddin,192,2
941820015830543,Prajurit Bangsa,Prajurit Bangsa,188,3
101730492557791,Hevisure Gold - Menghilangkan kencing manis,These ads ran without a disclaimer,178,9
718352778222402,KEADILAN Pulau Pinang,KEADILAN Pulau Pinang,151,36
122913508099,Parti Gerakan Rakyat Malaysia,PGRM,127,6
209205819142774,PAS Pulau Pinang,PARTI ISLAM SEMALAYSIA PENANG,125,1
105123782858181,Teo Kok Seong 张聒翔,Teo Kok Seong 张聒翔,115,1
221159141657466,Newswav,Newswav - Malaysia Latest News,110,28
1772535526329042,Friends Of Selangor,Friends Of Selangor,106,6
302289583485368,Chua Wei Kiat,PARTI KEADILAN RAKYAT CABANG SELAYANG,≤100,3
693929714007978,Hj Nicholas Sylvester Muhammad Abdullah,Portal Mudah,≤100,1
360318124441619,Zamri Yusuf,Zamri Yusuf,≤100,3
223180581163143,Jagdeep Singh Deo 'Serving the People',Jagdeep Singh Deo 'Serving the People',≤100,2
2284919521796917,QGenAnalysts,QGenAnalysts,≤100,4
104379848234065,Ustaz Ariffin Deraman,Ustaz Ariffin Deraman,≤100,7
513240148874838,Lim Yi Wei 林怡威,Lim Yi Wei 林怡威,≤100,3
109598287885557,NTS Printing - One Stop Printing Centre,NTS Printing - One Stop Printing Centre,≤100,3
176159849754763,MCA,MCA,≤100,7
2273981969499532,CetakNow,CetakNow,≤100,2
112512589548367,Bersih dan Stabil : BEST,Bersih dan Stabil : BEST,≤100,3
108713149189581,馬來西亞東方日報 Oriental Daily News Malaysia,馬來西亞東方日報 Oriental Daily News Malaysia,≤100,2
146266554243856,Dr R. Siva Prakash,Dr R. Siva Prakash,≤100,3
