Page ID,Page name,Disclaimer,Amount spent (KES),Number of ads in Library
227862171115022,Better4Kenya,W.R.T.H.C LLC (hive),1756,8
223287104715778,Oxfam,Oxfam,1038,2
1506723769658512,Susan Kihika,Susan Kihika,466,4
749501791796416,Hon. Wakili Njeri Maina,Jane Njeri Maina,380,2
101414459084910,Stephen Munania,Stephen Munania,236,1
108703681766380,Rigathi Gachagua delivery unit,Robert Waswa Simiyu,179,2
107303168879177,therealafricandiary,These ads ran without a disclaimer,146,1
1692208237695305,Button Badges,George Kingori Warui,127,1
107725671976672,Willis Evans Otieno,Willis Evans Otieno K'Ochieng,126,1
100321965888531,Mrembo na Kazi,Samuel Mwangi,106,2
108098627471997,Hon Meshack Munyiri,Meshack Munyiri Kiruki,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,1
192790657562194,Billow Kerrow,These ads ran without a disclaimer,≤100,1
565225540184937,CGTN,These ads ran without a disclaimer,≤100,1
105569508981641,Tyo_23b,These ads ran without a disclaimer,≤100,1
108655461411377,Valter Studio,These ads ran without a disclaimer,≤100,1
105278319070638,1111_tdd,These ads ran without a disclaimer,≤100,2
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
106803408804138,House Of Fun,These ads ran without a disclaimer,≤100,1
104158032463312,923_bt,These ads ran without a disclaimer,≤100,1
111383098363725,Dame HCQC Cho Die454189,These ads ran without a disclaimer,≤100,1
193159954041877,New Narratives,These ads ran without a disclaimer,≤100,1
17164098244,JM International,These ads ran without a disclaimer,≤100,1
102277955915903,Global Peace Foundation,These ads ran without a disclaimer,≤100,1
33575580843,Microsoft Research,These ads ran without a disclaimer,≤100,1
