Page ID,Page name,Disclaimer,Amount spent (HUF),Number of ads in Library
120370174702378,Magyarország Kormánya,Magyarország Kormánya,363749,2
203389926415069,Magyar Honvédség,Magyar Honvédség,186297,4
191461774219575,hirado.hu,hirado.hu,138002,28
248172631940,Mandiner,Mediaworks Hungary Zrt.,105176,10
594088897289853,Alapjogokért Központ,Alapjogokért Központ,89538,22
178362315106,European Parliament,European Parliament,89334,7
109503892404998,Világgazdaság,Mediaworks Hungary Zrt.,86286,10
543788999005363,ORIGO,Mediaworks Hungary Zrt.,80450,8
326635018181862,Magyar Nemzet,Mediaworks Hungary Zrt.,75345,7
118999471127652,Kammerer Zoltán,Kammerer Zoltán,58369,147
208358406567729,noÁr,A noÁr mi vagyunk! Közhasznú Nonprofit Kft.,54120,7
153992771336740,Origo Sport,Mediaworks Hungary Zrt.,48883,10
150219742265121,Bedő Dávid,Bedő Dávid - Momentum,43458,5
103294948505659,Szánthó Miklós,Szánthó Miklós – Alapjogokért Központ,36741,10
108346693873484,Győrffy Balázs,Balazs Gyorffy,33321,5
331580946799,Borsonline - Bors Szórakoztató Napilap,Borsonline - Bors Szórakoztató Napilap,31813,6
276554411147,Szabolcs Online,Mediaworks Hungary Zrt.,30739,4
326763130286,Borsod Online,Mediaworks Hungary Zrt.,29783,5
76748198685,Budapest Pride,Budapest Pride,28796,14
125953004085398,Kemma.hu,Kemma.hu,26264,5
258636010813346,Delmagyar.hu,Mediaworks Hungary Zrt.,24638,4
187301974635606,Gyurcsány Ferenc,Demokratikus Koalíció,23857,2
131283758531,HVG,HVG Kiadó ZRt.,23357,22
134324809941862,Szoljon.hu,Mediaworks Hungary Zrt.,22905,4
136387873164491,Csárdi Antal,LMP - Magyarország Zöld Pártja,22116,6
1534911313439123,Ripost,Ripost,21491,5
405035972853835,OMV Filling Stations,OMV Hungária Kft.,20416,3
129255963785124,Heol.hu,Heol.hu,20084,4
116905388345518,veol.hu,Mediaworks Hungary Zrt.,19632,4
172936669443469,Dunaújvárosi Hírlap - duol.hu,Dunaújvárosi Hírlap - duol.hu,19274,3
1418381101823292,Szivárványcsaládokért Alapítvány,Szivárványcsaládokért Alapítvány,18872,10
303640261940,Nemzeti Sport Online,Mediaworks Hungary Zrt.,18804,3
203158929827,Beol.hu Békés vármegyei online,Mediaworks Hungary Zrt.,18660,2
308871671705,BAON Bács-Kiskun vármegyei Online,Mediaworks Hungary Zrt.,18284,2
1880809845328535,Dobrev Klára,Demokratikus Koalíció,18080,1
103922897650335,Bakos Bernadett,LMP - Magyarország Zöld Pártja,17510,4
451844608304228,Metropol,Metropol,16124,5
189020783523,Mathias Corvinus Collegium - MCC,Mathias Corvinus Collegium Alapítvány,15911,8
1627127484170228,NHC24,Mediaworks Hungary Zrt.,15884,3
1584646591763647,Kanász-Nagy Máté,LMP - Magyarország Zöld Pártja,15800,9
781030738624077,Gyöngyösi Márton,Jobbik Magyarországért Mozgalom,15613,1
107760432613264,Sonline.hu - Somogy közösségi és hírportálja,Sonline.hu - Somogy közösségi és hírportálja,15598,4
506348326210466,Ungár Péter,LMP - Magyarország Zöld Pártja,15214,5
107898832590939,European Commission,European Commission,15206,5
193640214178356,Gyopáros Alpár,Gyopáros Alpár,15059,4
320986996098,zaol.hu,Mediaworks Hungary Zrt.,14723,2
122922027734811,feol.hu,Mediaworks Hungary Zrt.,13459,3
147633001941737,kisalfold.hu,kisalfold.hu,13129,2
296310837699,vaol.hu,Mediaworks Hungary Zrt.,12997,3
147547541961576,Council of the European Union,Council of the European Union,12742,4
193944440638410,Karácsony Gergely,Budapest Főváros Önkormányzat,12519,2
167604093409160,Promenad24,Dél-alföldi Média Centrum Kft.,12489,1
44847086574,Amnesty International Magyarország,Amnesty International Magyarország,12330,6
264517713636590,PestiSracok.hu,PestiSrácok.hu,12158,3
106280224056208,Gelencsér Ferenc,Momentum Mozgalom,11939,1
111262961006,Mindmegette.hu,Mediaworks Hungary Zrt,11581,2
169599166463839,Demokratikus Koalíció,Demokratikus Koalíció,11330,4
160935777365,bama.hu - a baranyai hírportál,bama.hu - a baranya megyei hírportál,11287,3
108172140579789,Arzenál,These ads ran without a disclaimer,11218,1
1239893846155692,Tompos Márton,Momentum Mozgalom,11208,1
415653125518050,Hajnal Miklós,Momentum Mozgalom,11145,1
1944720419101498,Dr. Lévai István Zoltán,Dr. Lévai István Zoltán,10441,1
100467642324899,Realista,Az Év Irodája,10380,2
1624742971133297,Sanofi Magyarország,Sanofi-Aventis Magyarország Kereskedelmi és Szolgáltató Zrt.,10196,7
520814838255629,Agapé Gyülekezetek Közössége,Agapé Gyülekezetek Közössége,10175,4
461099763986577,Szabó Szabolcs,Szabó Szabolcs,10123,1
718997391564454,Énbudapestem,Budapest Főváros Önkormányzat,9839,3
116609705085092,BP18,BP18,9687,3
109637397268775,Nyugati Pályán,Splendidea Communications Kft,9665,1
112677144392091,Dr. Pajtók Gábor,FIDESZ,9600,3
103043695465750,Hogy mi a bajom?,Hogy mi a bajom?,9570,18
289633770813,UNICEF Magyarország,UNICEF Magyar Bizottság Alapítvány,9361,80
408924035951553,Körforrás,Körforrás,8826,22
143151351544,Színházi Olimpia 2023 / Theatre Olympics 2023,Szinházi Olimpia Nonprofit Kft.,8694,5
109444347287972,Cassandra Program,CASSEE Klímaadaptációs Zrt.,8682,1
126893087354793,Európai Parlament,Európai Parlament,8177,6
113684438795574,Párbeszéd - Zöldek,Párbeszéd Magyarországért,8114,7
447204268797621,RTL.hu,RTL.HU,7991,11
1215492498464496,Angyal Károly,Angyal Károly Tibor,7934,3
85568463466,Mérce,Mérce,7920,10
170187966339475,Life.hu,Mediaworks Hungary Zrt.,7888,2
191946490841225,Dúró Dóra,Mi Hazánk Mozgalom,7795,3
211156277497,WWF Hungary,WWF Hungary,7679,16
506244332746545,TEOL.hu,TEOL.hu,7592,2
734217673259088,Ujhelyi István dr.,Ujhelyi István EP-képviselő,7146,42
108451703856510,Szabó Bence,Momentum Mozgalom,7042,1
108248022589754,Bosch Magyarország,Bosch Magyarország,7026,5
348148758663062,Indahouse Hungary,InDaHouse Hungary Egyesület,7018,7
265118580722429,Momentum Józsefváros,Momentum Mozgalom,7015,3
221761091331222,Danube Institute,Danube Institute,6717,9
100609808517630,Drogkutató Intézet,Drogkutató Intézet Nonprofit Korlátolt Felelősségű Társaság,6675,6
851784814892644,Simicskó István,KDNP frakció,6663,4
733923476636885,Szatmáry Kristóf,Kristóf Szatmáry,6528,6
105774734948091,Hungarian Conservative,Hungarian Conservative,6498,12
1992543104404776,Momentum TizenX,Momentum Mozgalom,6452,1
1926735160968885,Válasz Online,Válasz Online,6424,2
109734398272339,Dr. Mészáros Lajos,Dr. Mészáros Lajos,6418,2
378262582292757,Vécsey László,FIDESZ Magyar Polgári Szövetség,6018,1
109983377136210,Polgári Magyarországért Alapítvány,Polgári Magyarországért Alapítvány,6001,2
200480966638039,Supremacy 1914,These ads ran without a disclaimer,5877,4
293410494975,Republikon Intézet,Republikon Alapítvány,5821,1
197203437879379,Szaniszló Sándor,Szaniszló Sándor,5661,3
102426795954406,Nobilis Márton,Nobilis Márton,5405,11
1321667124617769,Dr. Kovács Zoltán,Dr. Kovács Zoltán,5274,1
127355373967413,Pécsi STOP.hu,Pécsi STOP.hu,5252,1
113375923695023,Fidesz Budapest,Fidesz Budapest,4890,2
109161280439972,Momentum IV. kerület,Momentum Mozgalom,4762,1
106398255118247,Fonti Krisztina,Krisztina Fonti,4692,2
1377431695828132,Nagy István,Dr. Nagy István,4658,2
206829842043,Rétvári Bence,Rétvári Bence,4637,9
161957537171267,Schmidt Mária,Schmidt Mária,4572,2
393679827916885,TV18,Városgazda18,4572,2
100299381703981,Ps TV,PestiSrácok.hu,4484,1
161746613987047,Állampolgári Bizottság az Emberi Jogokért,Állampolgári Bizottság az Emberi Jogokért,4431,6
102474542009609,Megafilm,MEGA FILM Kft.,4411,4
350338649023047,Kecsup hírek,KecsUP,4154,4
292606340886422,MSZP Újpest - Káposztásmegyeri Szervezete,Magyar Szocialista Oárt,4137,1
618962048554434,Havasi Gábor,Momentum Mozgalom,4079,2
1953380668110489,Paróczai Anikó,Momentum Mozgalom,4073,1
345496092135627,Hír TV,Mediaworks Hungary Zrt.,4062,1
451084968283411,Klímainnovációs Közösség,PANNON Pro Innovációs Kft.,3985,3
142116653162328,Márki-Zay Péter,Márki-Zay Péter,3859,18
102641477991941,bahir.hu - BAHÍR,Zöld Baranya Egyesület,3834,6
162344823835042,atlatszo.hu,Átlátszónet Alapítvány,3821,1
134984140045777,Stummer János - Momentum,Momentum Mozgalom,3741,4
243470906428319,Juhász Hajnalka,Juhász Hajnalka,3720,1
115295915203476,Európa Pont,Európai Bizottság Magyarországi Képviselete,3651,3
100241004684178,Balázs Endre - Momentum,Momentum Mozgalom,3612,1
114266331595873,Rodrigo Ballester,Mathias Corvinus Collegium,3599,1
106980257578125,Velencei-tavi Sportért és Kultúráért Egyesület,Velencei-tavi Sportért és Kultúráért Egyesület,3541,3
537817739693723,Brain Bar,Brain Bar,3540,2
103911652142849,Lados Tamás,Momentum Mozgalom,3469,1
108271407361251,Transzparens Újságírásért Alapítvány,Transzparens Újságírásért Alapítvány,3372,3
92932085233,TASZ,TASZ,3279,1
128884360624104,Bóna Zoltán,Bóna Zoltán,3223,5
112694594992064,Mehr Licht,Mehr Licht,3205,1
150836998898897,aHang,aHang,3190,5
132593883577930,Dr. Keresztes László Lóránt,LMP - Magyarország Zöld Pártja,3148,1
2221255224761829,Együtt Újpestért Összefogás,Polgári Újpestért Alapítvány,3095,1
1237616006358749,Kékes Online,Kékes Online,3014,8
106419404092005,HEGY,Hajnal egyesület Gyömrőért - HEGY,2980,2
162344823835042,atlatszo.hu,atlatszo.hu,2973,2
1408906262689093,Nyitrai Zsolt,Fidesz,2969,2
100452852734271,Startlap - Vásárlás tippek,Central Médiacsoport Zrt.,2938,7
158618604765401,Varga Gábor,Varga Gábor,2920,3
270300439972751,Szemlélek,Szemlélek Alapítvány,2854,3
186937904681332,Szabó Rebeka,Párbeszéd Magyarországért Párt,2842,1
1867333200197695,Messer Hungarogáz,Messer Hungarogáz,2802,1
101866761388852,Szalay Kornél Géza,Szalay Kornél Géza,2705,1
704631519609996,Hegedűs Barbara,Hegedűs Barbara Szilvia,2689,1
124991704202615,Magyar Természetvédők Szövetsége- Föld Barátai Magyarország,Magyar Természetvédők Szövetsége- Föld Barátai Magyarország,2678,1
106317037417774,Burján Ferenc,Burján Ferenc,2639,4
100541785502566,Kovács Janka - Momentum,Momentum Mozgalom,2520,1
