Location name,Amount spent (JPY)
Aichi Prefecture,83469
Akita Prefecture,5264
Aomori Prefecture,6509
Chiba Prefecture,67975
Ehime Prefecture,6452
Fukui Prefecture,4997
Fukuoka Prefecture,94640
Fukushima Prefecture,9586
Gifu Prefecture,13598
Gunma Prefecture,15310
Hiroshima Prefecture,12795
Hokkaido,26536
Hyōgo Prefecture,54815
Ibaraki Prefecture,16054
Ishikawa Prefecture,9253
Iwate Prefecture,4770
Kagawa Prefecture,7142
Kagoshima Prefecture,5636
Kanagawa Prefecture,137583
Kumamoto Prefecture,11716
Kyoto Prefecture,31194
Kōchi Prefecture,3633
Mie Prefecture,9455
Miyagi Prefecture,20558
Miyazaki Prefecture,7722
Nagano Prefecture,12575
Nagasaki Prefecture,14156
Nara Prefecture,8557
Niigata Prefecture,11500
Okayama Prefecture,11015
Okinawa Prefecture,10349
Osaka Prefecture,75000
Saga Prefecture,8470
Saitama Prefecture,78662
Shiga Prefecture,11528
Shimane Prefecture,3274
Shizuoka Prefecture,24366
Tochigi Prefecture,11083
Tokushima Prefecture,3841
Tokyo,377556
Tottori Prefecture,3833
Toyama Prefecture,5220
Unknown,426
Wakayama Prefecture,6455
Yamagata Prefecture,6670
Yamaguchi Prefecture,6933
Yamanashi Prefecture,4624
Ōita Prefecture,16590
