Page ID,Page name,Disclaimer,Amount spent (CLP),Number of ads in Library
159639460764792,LATAM Airlines,LATAM Airlines,418562,1
106423590853145,Fundación Ciudadanos en Acción,Fundacion Ciudadanos en accion,392067,12
103527991214141,Cero DICOM,Cero Dicom,216847,9
228557190541436,BancoEstado,BancoEstado,188425,10
105783868682878,Asistencia Tesorería,Asistencia Tesoreria,107399,12
105798328215264,Asistencia Familia,Asistencia Familia,95259,6
580663538777736,Consejo Minero,Feedback Comunicaciones,90385,3
78617029137,Greenpeace Chile,Fundación Greenpeace Pacífico Sur,77390,3
78239901502,Diario Financiero,Grupo DF,72414,58
1396460303715065,Carozzi,Carozzi,71610,4
105216321995280,Pivotes_cl,Fundación Pivotes,49266,2
194708347256755,Puranoticia.cl,Puranoticia.cl,48533,18
10152723078,Alejandro Navarro,Alejandro Navarro,37743,3
463509033710164,Walmart Chile Vivamos Mejor,Walmart Chile,33011,5
338067870178059,Fundación Instituto Vladimir Nazor,Patricia Alejandra Camelio Nazor,31832,1
1157078510981546,Corporación Municipal Gabriel González Videla,Corporación Municipal Gabriel González Videla,31274,6
710390285658166,Ximena Rincón,Ximena Rincón,31138,26
378268262773056,Fundación Instituto Hernando De Magallanes,Patricia Alejandra Camelio Nazor,30426,1
756450494522524,Andrés Jouannet Diputado,Andrés Alfonso Jouannet Valderrama,28579,3
143360859486032,Alejandro Bernales Maldonado,Alejandro Bernales Maldonado,27392,1
191871627527097,INGENIERIAUDD,Ignacio Rivas Fernandez,24744,1
120295334652273,Enrique Van Rysselberghe Herrera,Enrique Van Rysselberghe Herrera,21594,15
103259918760204,Lista negra política La voz de la Muchedumbre.,Cristian Alejandro Vivian Troncoso,20141,1
109514637047257,Previsión y Finanzas,Previsión y Finanzas,17548,1
293103284121826,Fundación Para el Progreso,Fundación Para el Progreso,14449,14
108291914947259,Mi Derecho a Educar,Mi Derecho a Educar,13495,1
181189911970230,Alberto Undurraga V,Alberto Undurraga V,12767,1
100826904957145,Centro Científico Tecnológico Región de Antofagasta,CICITEM,12386,2
181208945236608,Patria Progresista,Patria Progresista,12089,1
102422525535808,FARMACIAS PUNTO BLANCO,Ranko Frane Lenac Pizarro,9759,2
295886120554128,Polpaico,Cemento Polpaico SA,9523,2
207212363097967,Senador José Durana Semir - XV,José Miguel Alberto Durana Semir,8972,3
102020808805309,Cristian Quilodran Parra,Cristian Quilodran Parra,8391,7
109626371709961,Salmones Austral,Salmones Austral,8071,6
419006974914571,Facultad de Agronomía e Ingeniería Forestal UC,Facultad de Agronomía e Ingeniería Forestal UC,7872,5
113838817025219,Coperiodistas,Coperiodistas,7740,1
105170888829924,Concejal Claudio Vargas,Claudio José Vargas Sandoval,7598,1
1684275668479792,La Casona de los Jóvenes,La Casona de los Jóvenes,7522,1
151676178849005,Felipe Donoso Castro,Felipe Guillermo Donoso Castro,7276,2
1567607313249689,Cristobal Martinez Diputado,Cristián Rodríguez,7000,1
386634201382499,Marco Enriquez-Ominami,Marco Antonio Enríquez-Ominami Gumucio,6989,1
116640481320735,Itaú Inversiones Chile,These ads ran without a disclaimer,6934,2
350025708997760,Minera Vizcachitas,Minera Vizcachitas,6855,3
392253494143242,Concejal Juan Pablo Rojas,Concejal Juan Pablo Rojas,6492,4
1447342118848920,Universidad Adolfo Ibañez,Universidad Adolfo Ibáñez,6437,2
108689020607707,Ricardo Cifuentes Lillo,Ricardo Cifuentes Lillo,6283,1
110951722267366,World Vision Chile,World Vision Chile,6116,2
254968451965503,Juan Valdes,Juan Valdes,5967,10
26929188652,El Observatodo,MiVoz.cl,5960,15
103030962615298,Chile YAAC,Chile YAAC,5845,5
112660017529864,José Arellano Blanco - Concejal por Alhué,José Andrés Arellano Blanco,5764,1
429657563782175,Vlado Mirosevic Verdugo,Vlado Mirosevic Verdugo,5632,1
139364253859,Clínica Ciudad del Mar I Salud en Todo Momento,B&A,5632,1
126170624336,Amnistía Internacional - Chile,Amnistía Internacional Chile,5183,3
100702245161627,Norma Córdova,Norma Córdova,4760,2
266574477169217,Ciudadano Videla Diputado,Elias Vaca Sanchez,4599,1
860605540813125,BTG Pactual Chile,BTG Pactual Chile,4297,7
100537472438913,Futuro Madera,Futuro Madera,4295,3
113540781539326,Workmed,Workmed,4082,22
102019462029011,V más V,V más V,3967,2
114134877953197,Alerta Ñiquen,Mauricio Andres Catoni Contreras,3963,1
311368549779237,Orizon,Orizon,3915,2
1384455488528563,Sociedad Nacional de Minería,Sociedad Nacional de Minería,3913,2
239724839481005,Municipalidad de Vicuña,Brecha Digital Consultores,3769,5
1880363765543549,Juan Ignacio Latorre Senador,Juan Ignacio Latorre Senador,3629,1
104684192398328,Francisco Corral Macías,Gerard Henri Joffre Pavez,3560,3
478976528820583,I. Municipalidad de La Granja,Brecha Digital Consultores Ltda.,3435,3
110405624650830,Chile En La Encrucijada,Juan Antonio Montes Varas,3368,3
112555455065264,Vehículos en Peligro,Vehículos en Peligro,3365,8
1544524942457436,Iván Flores García,Iván Alberto Flores García,3278,1
100645555080281,Academia Nacional de Litigación,Academia Nacional de Litigación,3218,2
366702946855143,Ilustre Municipalidad de Camarones,These ads ran without a disclaimer,3060,1
106088671518497,Agustín Iglesias Concejal Independencia,Agustin Ignacio Iglesias Munoz,2815,2
111099218377933,Benjamín Moreno Diputado,Benjamín Moreno Bascur,2632,2
107151670642286,Al Aguaite Sin Censura,Maxi Agustin Soto Yañez,2613,1
226593947367922,Cultiva,Cultiva,2578,1
154785904692548,SalmonChile,SalmonChile,2414,1
104185768004486,Rafael Vera Castillo,Rafael Vera Castillo,2073,6
128647447236348,ricardo rabanal bustos,Ricardo Ignacio Rabanal Bustos,2042,1
211625929000469,Jaime Escudero,Jaime Escudero,1965,6
276495626058232,En Tu Propia Late,Jose Luis Silva,1864,1
108520721594832,Es tu salud Chile,BFLOOW SPA,1846,2
184169995325116,Gerardo Rojas Escudero,Gerardo Rojas Escudero,1707,3
558224964238853,Anglo American,Anglo American,1656,1
145925692108470,Educación Continua UC Temuco,UNIVERSIDAD CATÓLICA DE TEMUCO,1393,1
300345197052910,Pablo Gutierrez Core,Germán Antonio Sepúlveda Mellado,1326,3
107459327746459,Marco Silva Candidato Alcalde,Giovanni Ariel Gómez Gómez,1241,1
107843817654667,Marcela Mansilla Potocnjak,Rodrigo Alejandro Niño Carrasco,1241,1
108775122211261,PTI Hortícola Coquimbo,Alicia Isabel Acuña Galleguillos,1032,2
109877614125610,Komatsu,These ads ran without a disclaimer,976,1
108390475493550,Belong Communication Lab,Belong Communication Lab,820,1
764342266951836,Casa Abierta Arauco - Ránquil,These ads ran without a disclaimer,805,1
104189318481439,Minería y Futuro,Mineria y Futuro,805,3
102668426047955,Mutuamente,Mutuamente,798,1
319360854774007,Tanner,These ads ran without a disclaimer,797,1
211676538936148,Fundación Reforestemos,These ads ran without a disclaimer,734,1
226593947367922,Cultiva,These ads ran without a disclaimer,660,2
117963364607776,Núcleo Milenio LM2C2,Constanza Isidora Pérez Zuniga,620,1
317209815074690,Diario La Batalla de Maipú,Diario La Batalla de Maipú,590,1
108523631002340,Loreta Villegas- Consejera Regional Aysen,Maria Loreta Villegas Almonacid,550,4
1943273689302683,País Circular,These ads ran without a disclaimer,294,1
107058722349068,Gastón Von Muhlenbrock Zamora,These ads ran without a disclaimer,190,1
1243768172318867,SECH Filial Iquique,These ads ran without a disclaimer,185,1
111323908481002,Comando de voz,Mario Vilches Alcaíno,130,1
103087261729997,Camila Avilés Barraza,Camila Avilés Barraza,129,2
110495931467309,"Cursos Online certificados, salud, estética y belleza",These ads ran without a disclaimer,123,2
1257818931046767,Azerta Chile,Azerta,≤100,1
261393040627329,Universidad Bíblica Latinoamericana,These ads ran without a disclaimer,≤100,1
101726209529539,VI Conferencia Panamericana,These ads ran without a disclaimer,≤100,1
94005676787,Hitachi Vantara,These ads ran without a disclaimer,≤100,1
102998939765184,Persian bms,These ads ran without a disclaimer,≤100,2
117052698001766,First Wala,These ads ran without a disclaimer,≤100,1
1397405843841104,Ines de la Fressange Paris,These ads ran without a disclaimer,≤100,1
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,1
100427526341454,Active active,These ads ran without a disclaimer,≤100,1
122988594435371,Instituto Forymat,These ads ran without a disclaimer,≤100,1
378273073021139,Paxsies Underwear,These ads ran without a disclaimer,≤100,1
101849728551147,Fun Break Central,These ads ran without a disclaimer,≤100,4
242604915860706,Caja Los Andes,Caja Los Andes,≤100,1
107706102295108,Wire Tool,These ads ran without a disclaimer,≤100,2
71613839321,Merca2.0,These ads ran without a disclaimer,≤100,1
115575820139019,Af Fhyf,These ads ran without a disclaimer,≤100,1
