Page ID,Page name,Disclaimer,Amount spent (NGN),Number of ads in Library
105256562063637,Beta Naija Group,Beta Naija,30950,1
107659108870484,infolasiama,Osasona Oluwasina,26342,1
252185758819200,Babajide Sanwo-Olu,Babajide Sanwo-Olu,19366,1
111353874017544,Mukhail Adetokunbo Abiru,Mukhail Adetokunbo Abiru,14755,6
754967464564993,Youth Alive Foundation,Youth Alive Foundation,13543,2
852370551453606,GARP,These ads ran without a disclaimer,12325,1
103018869332378,BantuPage,Ikechukwu Orji,11259,11
100486959387581,Ada Ogbu Nara,Chisom Okechukwu Kenneth,9339,12
654180731859809,T-Police,T-Police,9169,2
109466785028287,Prince Dr Emeka Eze,Michael Obiekwe,8724,4
1089641091059109,Hon. Kelechi Nwogu,Fabia Benibo,8128,2
112268064929703,Mailantarki Campaign Organisation 2023,Mailantarki Campaign Organisation 2023,7395,10
661879807208966,ATIN - Atiku Transformation Initiative For Nigeria,ATIN - Atiku Transformation Initiative For Nigeria,7378,1
102399141248203,Chief Edward David Onoja,Isaac Ukpahiu'ojo Agene,7283,2
105208365731340,F-SAO4Tinubu/Shettima2023,Emmanuel Oko,5620,3
110720301643921,Omatseye Nesiama Campaign Organisation,Gbone Nesiama,5533,6
101075832871727,Progressives For Renewed Hope,Progressives For Renewed Hope,4651,4
205279466743027,Lux Terra Leadership Foundation,Lux Terra Leadership Foundation,4033,2
101669621264320,Lawrence B. Tamunokiri,Tamunokiri Biebele Lawrence,3919,7
112349224687773,Kufre Ekpoh,Kufre Imo Ekpoh,3576,4
102169824695398,Rero TV,Oghenebrorhie Okotie,2830,15
299567433503314,SDN,Stakeholder Democracy Network,2798,1
913242715449176,Prophet Ekong Ituen Ministries,Ekong Ituen,2575,3
2284161731797275,JAMIE PAJOEL INTERNATIONAL,These ads ran without a disclaimer,2371,1
105756478574505,Stears,These ads ran without a disclaimer,2339,1
126460284139483,Nigerianeye,NigerianEye,2250,1
103959275862698,TYCON 2023,Tycon,2205,1
474270265970000,Michael J. Dawson,These ads ran without a disclaimer,1974,2
100410919540187,electher_ng,These ads ran without a disclaimer,1923,1
111271261379124,Effective Campaign Management Media,Effective Campaign Management Media,1754,4
2249254108728941,Alh. Yahaya Barambu Project,Alh. Yahaya Barambu Project,1697,1
230313924444832,Eunice Atuejide,Garuba Oladeji,1538,1
107676437643727,Inuwa Media Vanguard,Inuwa Media Vanguard,1451,2
101620952700531,Babandi Ibrahim,Babandi Gumel Ibrahim,1429,1
100202924924063,Page 36,Page 36,1395,9
108938728492589,"Hon. Danjuma Azi  CPA, Gmnimn, JP, PDP Candidate PLSHA Jos-North West",Isaac Bilson,1379,1
117743160054780,RiversofHope,RiversofHope,1370,1
108165847620952,Halimran printing,Enesi Audu Imrana,1287,1
241652942562933,Yomi Idowu,Adfol Global Enterprise,1164,2
110115410861584,Gombe Geographic Information Systems,Gombe Geographic Information Systems,1152,1
106955635517175,Petroleum Industry Act and You,The Nigerian Upstream Petroleum Regulator Commission,1130,2
920812614665323,Kajuests Preview,These ads ran without a disclaimer,1110,3
1509451939279618,Hon. Iduma Igariwey Enwo,Iduma Enwo Igariwey,1095,2
108796611296489,INUWA 4+4 TV,INUWA 4+4 TV,1046,1
106271385452742,Frontline TV,Shaakaa Victor,1045,1
260451584306863,"Rep. Ogundu Kingsley Chinda, MHR",Hanacho Marvin Chinda,1004,1
257044301821870,Sen Barau Jibrin,Ayodeji Adeola Badru,977,2
1600094170320323,Enormous FACTS,Enormous FACTS Magazine by MediaMall,973,1
248584495820796,Ibe Okwara for House of Representatives - Arochukwu/Ohafia Constituency,Ibe Okwara Support Group,885,2
274811734355511,Insight 4 Impact Foundation,Insight 4 Impact Foundation,859,1
954380707995179,Hon. Obinna Chidoka,Ikechukwu Okafor,854,1
113628970777085,Hon Shaaban Tv,Ayodeji Adeola Badru,804,2
1813961455356524,Sen. Lawrence Ewhrudjakpo,Sen. Lawrence Ewhrudjakpo,772,1
548855585503561,Panda-tut  Enterprises Limited,Panda-tut Enterprises Limited,763,1
101561625974035,Dr. Paul Akika,Dr. Paul Akika,687,1
110877148165820,Dr Dauda Lawal TV,Ayodeji Adeola Badru,678,2
108067478661339,The Ephraim Inyang Project,Akwaowo Adiakpan,669,2
110043258402172,Hon. Habibu Abubakar Sambo -Imamu,Habibu Sambo Abubakar,646,2
101561625974035,Dr. Paul Akika,These ads ran without a disclaimer,646,1
1746241522274014,Hajiya Maryam Mairo Aminu Waziri Tambuwal Online Forum,Amiru Adamu,590,3
589408861751444,UNEP International Environmental Technology Centre,These ads ran without a disclaimer,588,1
119921809408007,Don King Media,Don King Media,580,1
522773744459687,Template for Good Governance,Ogbe Chukwunonso Daniel,570,1
100445736279310,Hon. Ismail oke,Ismail Oke,548,1
113634478203726,garbamusa4senate,garbamusa4senate,515,1
108974874154249,Universal Peace Federation - Africa Region,These ads ran without a disclaimer,512,1
106507668752118,APC-Top2Bottom,APC-Top2Bottom,485,1
280983209099426,Isa Ashiru Kudan,Bamali Surajoddeen Saad,461,1
103961995309429,KO KUN SAN KT?,Aminu Isah,438,1
316575672459262,Hon.Dr Ekene Augustine Aghasiefo,Hon.Dr Ekene Augustine Aghasiefo,362,1
878141452335886,The Hope For Nigeria,Kerry Kenu,307,1
104238252286926,Nwankwo Promise Chibuzo,Mboo Augustine Uchenna,263,1
215863191948778,Frank Nweke Jr,Frank Nweke Ii,235,1
106820952234883,Professor Ngozi Nma Odu,Tamunokiri Biebele Lawrence,230,1
223495844457800,China Plus Culture,These ads ran without a disclaimer,207,1
102713381997638,misterkev_inspire,These ads ran without a disclaimer,204,1
104180761873736,Massive Entertainment.ng,Massive Entertainment,197,1
844982599016883,Delfaro Productions Ltd,These ads ran without a disclaimer,192,1
108409741002988,Prince Hadi Sani; SA to Ogun State Governor on Inter-Ethnic Affairs.,Adu Ifeoluwa,178,1
103696798885313,Hon Onidare Sunday Bukunmi,Afeez Lawal,136,2
119723736100630,Ala - Delight Publicity Services,Moses Oyinkuro,136,1
104781345014454,Four Eyes Media,Akinwale Akinynka Julius,≤100,1
106656442248973,SirUmar Idris Umar,These ads ran without a disclaimer,≤100,1
101685991580805,World Utilities Congress,These ads ran without a disclaimer,≤100,2
104372528749645,magocorocomete,These ads ran without a disclaimer,≤100,1
