Location name,Amount spent (EUR)
Attica (region),1872
Central Greece (region),160
Central Macedonia,807
Crete,231
Eastern Macedonia and Thrace,145
Epirus (region),111
Ionian Islands (region),≤100
Northern Aegean,≤100
Peloponnese (region),178
Southern Aegean,≤100
Thessaly,321
Unknown,≤100
Western Greece,218
Western Macedonia,≤100
