Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,1124
Bicol Region,5424
Cagayan Valley,2652
Calabarzon,15525
Caraga,1605
Central Luzon,8868
Central Visayas,5843
Cordillera Administrative Region,1611
Davao Region,4017
Eastern Visayas,2744
Ilocos Region,4374
Metro Manila,27902
Mimaropa,2293
Northern Mindanao,4080
Soccsksargen,3067
Unknown,≤100
Western Visayas,7559
Zamboanga Peninsula,2547
