Location name,Amount spent (CAD)
Alberta,8186
British Columbia,14436
Manitoba,2443
New Brunswick,1145
Newfoundland and Labrador,329
Northwest Territories,110
Nova Scotia,1225
Nunavut,≤100
Ontario,16459
Prince Edward Island,138
Quebec,11350
Saskatchewan,1576
Unknown,≤100
Yukon,130
