Location name,Amount spent (VEF)
Amazonas,≤100
Anzoátegui,2251343
Apure,750000
Aragua,6278171
Barinas,3000000
Bolívar (state),8255888
Capital District,10003083
Carabobo,5500345
Cojedes,500000
Delta Amacuro,239999
Falcón,1634995
Guárico,1252496
Lara,5159345
Miranda (state),4500775
Monagas,532498
Mérida,4750052
Nueva Esparta,703204
Portuguesa,1750379
Sucre,1000241
Trujillo,1000103
Táchira,5265519
Unknown,≤100
Vargas,1250000
Yaracuy,1250413
Zulia,9250638
