Page ID,Page name,Disclaimer,Amount spent (ISK),Number of ads in Library
573559522797177,Flokkur fólksins,Flokkur Fólksins,8396,2
314036327204,VR,VR,6068,7
584934658344027,Áslaug Arna Sigurbjörnsdóttir,Áslaug Arna Sigurbjörnsdóttir,3509,2
276600879474149,Icelandic Wildlife Fund,The Icelandic Wildlife Fund,2483,2
154893001218870,ADHD samtökin,ADHD samtökin,2282,5
737169626371453,Stundin,Stundin,2015,1
106979180938014,Samstöðin,Samstöðin ehf,1498,2
202456013104343,Sjálfstæðisflokkurinn í Reykjanesbæ,Sjálfstæðisflokkurinn í Reykjanesbæ,936,1
184042545536602,Garðabæjarlistinn,Garðabæjarlistinn,910,1
192789944066997,Samtök ferðaþjónustunnar,Samtök ferðaþjónustunnar,515,8
153705438660098,Þórdís Lóa,Þórdís Þórhallsdóttir,440,1
131169181232,VOGUE JAPAN,These ads ran without a disclaimer,≤100,2
107792993071886,Fairnatural,These ads ran without a disclaimer,≤100,1
474314055968372,fischer group,These ads ran without a disclaimer,≤100,1
117390814571947,There,These ads ran without a disclaimer,≤100,1
200146900023955,American Dream TV,These ads ran without a disclaimer,≤100,1
115121024788993,Bio government,These ads ran without a disclaimer,≤100,1
