Location name,Amount spent (TWD)
Changhua,11971
Chiayi,2367
Hsinchu,5383
Hsinchu City,8958
Hualien,4883
Kaohsiung,39856
Keelung City,4506
Kinmen,703
Lienchiang,≤100
Miaoli,5544
Nantou,5698
New Taipei City,62264
Penghu,922
Pingtung,8386
Taichung,46485
Tainan,25758
Taipei,46992
Taitung,3035
Taoyuan City,36315
Unknown,5820
Yilan,4009
Yunlin,6869
