Location name,Amount spent (NOK)
Akershus,4509
Aust-Agder,922
Buskerud,2115
Finnmark,948
Hedmark,961
Hordaland,6232
Møre og Romsdal,1855
Nord-Trøndelag,771
Nordland,1968
Oppland,1218
Oslo,14784
Rogaland,3698
Sogn og Fjordane,687
Sør-Trøndelag,2695
Telemark,2128
Troms,2078
Unknown,≤100
Vest-Agder,1715
Vestfold,2425
Østfold,2699
