Page ID,Page name,Disclaimer,Amount spent (IDR),Number of ads in Library
320858334728047,Partai Solidaritas Indonesia,Partai Solidaritas Indonesia,10695760,11
23383061178,Prabowo Subianto,indonesia Adil makmur,8926303,6
104054595928021,Bakti Untuk Rakyat,Bakti Untuk Rakyat,7130755,39
144214102401186,Maman Abdurrahman,Maman Abdurrahman,4472870,11
103013484811323,Jangan Lupa Sejarah,John Kamnahas,2071018,17
102656349157647,Tugimanisme,Tugimanisme,1267407,36
102712985995817,Sobat Airlangga Hartarto,Sobat Airlangga Hartarto,1247249,8
197545083607941,Harian Kompas,Harian Kompas,1148031,44
1419236281714929,Andrei Angouw,Bryan Sumilat,951227,6
882638978454921,Raja Juli Antoni,Raja Juli Antoni,822808,2
92828041744,Sandiaga Salahuddin Uno,Sandiaga Salahuddin Uno,762642,6
143840239716746,Indozone.id,PT. INDOZONE MEDIA INDONESIA,593740,7
292939164731691,Relawan Herviano,Relawan Herviano,523106,19
104899195891472,Berita Ganjar Pranowo,Ganjar Nusantara Indonesia,463145,35
112376825007045,Dewi Juliani 2024,Dewi Juliani 2024,451241,12
105818752347206,Teman Airlangga Hartarto,Teman Airlangga Hartarto,430015,4
1408188616062841,Sofitel Bali Nusa Dua,Sofitel Bali Nusa Dua Beach Resort,404841,2
338740510222539,"Rohmat Marzuki, S.Hut - Sarjana Kehutanan Mbangun Deso",Rohmat Marzuki,386676,9
110952238516382,Kiki Daliyo,Dwi Wantoro,372743,13
101403669397488,Nikmatul Sugiyarto,Septian Raharjo,329868,11
142706613022524,Soebagdja Salim - Bagdja,Soebagdja Salim - Bagdja,329533,5
104830667806476,Melihat Indonesia,Melihat Indonesia,315110,21
642603442612516,Muktar Efendi Harahap,Muktar efendi harahap,307376,7
417497171919243,Pesona Indonesia,Pesona Indonesia,303377,1
112570091503539,GP Papua,Ganjar Nusantara Indonesia,296929,8
107314345341621,Zakiyuddin Harahap,Zakiyuddin harahap,282294,6
173996829810061,Ryan Fahrichsan Kono,"Ryan Fahrichsan Kono, B.Com",277063,4
111967013731903,Goldwind,These ads ran without a disclaimer,269918,1
101679818973699,Sahabat Ganjar Pranowo,John Kamnahas,265210,14
113573424921049,Kokok Dirgantoro,Partai Solidaritas Indonesia,220069,1
102176125918052,Sahabat Jane,Sahabat Jane,195418,4
1033193516732257,Jabar Dukung Ganjar,Ganjar Nusantara Indonesia,187171,5
109793991710079,Jane Natalia Suryanto,Jane Natalia Suryanto,184810,2
101760624522103,DPP Banteng Muda Indonesia,Farid Wahyudi,157263,12
107611851968705,Sumsel Dukung Ganjar,Ganjar Nusantara Indonesia,148789,4
314205292747611,Sahabat Abraham Liyanto,Yesenia Irene Liyanto,148078,2
100382756075812,GP Kalimantan Timur,Ganjar Nusantara Indonesia,148059,4
105984728799517,Sulsel Dukung Ganjar,Ganjar Nusantara Indonesia,146820,4
101648362613609,GP Sulawesi Tengah,Ganjar Nusantara Indonesia,144543,4
1690573611256871,Pemerintah Kota Manado,Bryan Sumilat,143462,2
106369021821580,Partai Buruh,Partai Buruh,131528,8
346234506118534,Samuel hardi polii,These ads ran without a disclaimer,118774,1
104427162506872,Fakta Anies,Fakta Anies,115901,6
794560554235142,NasDem Gorontalo Utara,DPD NasDem Gorontalo Utara,114277,4
379553355510209,"Juprizal,S.Th.I,MH Calon DPD","Juprizal,S.Th.I,MH Calon DPD",113774,1
104830667806476,Melihat Indonesia,Ganjar Nusantara Indonesia,111331,2
101236088186610,Ahmad Syaiful Acong,"Ahmad Syaiful Acong, SH",106106,1
106092174894443,Mas Faisol Riza,These ads ran without a disclaimer,104677,1
100248349384577,Jateng Dukung Ganjar,Ganjar Nusantara Indonesia,103573,3
103581752405141,Sobar Harahap,Sobar Harahap,96132,11
100776135899424,Dr. H. Syamsurizal SE MM,Dr. H. Syamsurizal SE MM,95313,1
148475051852754,Rockefeller Foundation,These ads ran without a disclaimer,89973,1
1160674184085116,"I G N Kesuma Kelakan,ST.,M.Si",Ign Kesuma Kelakan,76766,1
107451398732660,Teman Dito,Teman Dito,75753,4
114105438017003,GP Nusa Tenggara Barat,Ganjar Nusantara Indonesia,75011,2
108033718631640,GP Kalimantan Barat,Ganjar Nusantara Indonesia,74620,2
110195338413992,GP Kalimantan Tengah,Ganjar Nusantara Indonesia,74349,2
102163059470591,soedesontandra.id,These ads ran without a disclaimer,73252,2
101367882644316,GP Gorontalo,Ganjar Nusantara Indonesia,73214,2
103110502426027,Jatim Dukung Ganjar,Ganjar Nusantara Indonesia,73094,2
102418629201622,GP Nusa Tenggara Timur,Ganjar Nusantara Indonesia,72925,2
106767125434048,Rumah GP Sumatra Barat,Ganjar Nusantara Indonesia,72554,2
102708602466860,Riau Dukung Ganjar,Ganjar Nusantara Indonesia,72504,2
106499898747570,Lampung Dukung Ganjar,Ganjar Nusantara Indonesia,71786,2
112121504882485,GP Bali,Ganjar Nusantara Indonesia,70586,2
173776079818775,Saiful Mujani,Saidiman,66535,1
203242799706913,Timbas Tarigan,Mhd Rizki Syahputra,63455,1
101383579268587,Sumut Dukung Ganjar,Ganjar Nusantara Indonesia,63369,4
101759701622022,PSI Merauke,Jeremias Michael Omona,63356,1
300594443651586,DPC Partai Demokrat Situbondo,Janur Ananda,62396,1
544107539358354,"Dr. H. Rusman Ya'qub, SPd, MSi",Rusman Yaqub,62124,5
101220845990276,GP Bengkulu,Ganjar Nusantara Indonesia,60279,2
105292931242630,Ilham Arief Sirajuddin,SUN Supporting,55598,1
104052735675516,Sulut Dukung Ganjar,Ganjar Nusantara Indonesia,55518,2
1766105710290235,Dr. Andreas Hugo Pareira,Dr. Andreas Hugo Pareira,55490,2
