Location name,Amount spent (ZAR)
Eastern Cape,1327
Free State,1072
Gauteng,5601
KwaZulu-Natal,1813
Limpopo,559
Mpumalanga,626
North West,461
Northern Cape,354
Unknown,≤100
Western Cape,8425
