Location name,Amount spent (MYR)
Johor,613
Kedah,751
Kelantan,325
Kuala Lumpur,717
Labuan,≤100
Malacca,192
Negeri Sembilan,234
Pahang,3085
Penang,346
Perak,653
Perlis,≤100
Putrajaya,≤100
Sabah,595
Sarawak,522
Selangor,1348
Terengganu,285
Unknown,≤100
