Location name,Amount spent (USD)
Alabama,18956
Alaska,3428
American Samoa,≤100
Arizona,32378
Arkansas,10740
California,132013
Colorado,26624
Connecticut,11545
Delaware,3900
Florida,96431
Georgia,39067
Guam,≤100
Hawaii,4193
Idaho,7242
Illinois,45277
Indiana,24235
Iowa,17332
Kansas,13290
Kentucky,18749
Louisiana,23362
Maine,5305
Maryland,25845
Massachusetts,23922
Michigan,38761
Minnesota,27402
Mississippi,13507
Missouri,23798
Montana,5528
Nebraska,6722
Nevada,16060
New Hampshire,9971
New Jersey,41145
New Mexico,7783
New York,76132
North Carolina,43691
North Dakota,2280
Northern Mariana Islands,≤100
Ohio,75130
Oklahoma,17066
Oregon,16633
Pennsylvania,53159
Puerto Rico,≤100
Rhode Island,4196
South Carolina,22798
South Dakota,2697
Tennessee,34213
Texas,120506
Unknown,153
Utah,11877
Vermont,1985
Virgin Islands (U.S.),≤100
Virginia,36982
Washington,29589
"Washington, District of Columbia",13297
West Virginia,8449
Wisconsin,24239
Wyoming,2045
