Page ID,Page name,Disclaimer,Amount spent (PHP),Number of ads in Library
423314964466362,Congressman Migz Villafuerte,Sarah Jane Toralba,27909,18
122799741066892,National Youth Commission,National Youth Commission,9182,1
113238417024056,Anna Mae Yu Lamentillo,Anna Mae Yu Lamentillo,6187,5
265779500134955,SM Supermalls,SM Supermalls,4386,1
75665129515,Go Negosyo,Go Negosyo,3439,15
1708609585851799,Bicol News and Updates,Patricia Laysena,3307,2
1759941490758280,Jerry Treñas,Ma. Ruthmar Ignacio Gabileo,2943,36
1950273215252524,Aboitiz Power Corporation,Aboitiz Power Corporation,2729,3
197727873578501,Senator Migz Zubiri,Senator Migz Zubiri,2475,1
956992934491805,Jaye Lacson-Noel,Jaye Lacson-Noel,2219,8
204073849604265,Woman Talks by Lactacyd,These ads ran without a disclaimer,2120,4
100170811672425,Kyusi,WFPH,1958,21
102473324919517,Baretang Bikol,Merlie Albiso,1878,1
105473561277228,Bicol Trending News,Alejandro Caneta,1859,1
175045919574319,Bicol Politics,Bicol Politics,1848,1
240031043234904,Bicol News,Maria Ana Catherine Tejada,1832,1
109268927661579,Bicol Overview,Jenna Joyce De Jesus,1811,1
555503991321280,Geraldine Roman,Sulong Pilipinas,1807,2
1922749344643532,The World Tonight,The World Tonight,1800,22
248113532485940,Alexie B. Tutor,Marjorie Galagar Escuadro,1718,6
158658981404634,Buscopan PH,These ads ran without a disclaimer,1602,3
100406438859954,Fight Illicit Trade,Fight Illicit Trade,1587,2
324393636342,Ernix Dionisio,Ernesto Mijares Dionisio Jr.,1451,1
701517253228758,DOSTv,DOSTv,1451,10
547821942058909,Pilipinas Today,WFPH,1441,17
257830240980106,Ronnie Dadivas,Roxas City United,1386,3
417817125659329,SB CARLO AVENA,Jose Carlo Medina Avena,1370,1
420499997993849,Ferjenel Gonzales Biron,Prometheus Productions,1224,2
48688071399,Greenpeace Philippines,Greenpeace Philippines,1159,2
121096004646927,"Pablo John ""PJ"" Garcia",Friends of PJ Garcia,1146,4
156752721080952,Sonny Angara,Sonny Angara,1100,3
126919387470670,Rufus B. Rodriguez,Rufus Bautista Rodriguez,1081,5
109246084265823,Jay Manalo Ilagan,Chicklet Diaz,1009,1
113192036820162,Prof. Soc Anthony del Rosario,We Care Incorporated,1009,2
101382091400564,Atty. Tony Roman,Sulong Pilipinas,974,1
249691921715548,Commission on Higher Education(CHED),Commission on Higher Education(CHED),954,1
1871757276390999,Cong. Mannix Dalipe - Page,Manuel Jose M. Dalipe,925,3
351879361521039,Cong. Nonoy Libanan,Cong. Nonoy Libanan,897,1
784522714997609,Commission on Human Rights of the Philippines,Commission on Human Rights of the Philippines,891,3
774149009339209,The Climate Reality Project Philippines,The Climate Reality Project Philippines,879,11
386570178125149,Senator Win Gatchalian,Senator Win Gatchalian,873,1
1840292579606063,Jam Jam Baronda,Jam Jam Baronda,867,6
585583411583810,ONE CAVITE,ONE CAVITE,840,1
109473323102239,Prime Language and Tech. Center inc.,These ads ran without a disclaimer,809,1
1380167115635985,LEDS Clothing,LEDS Clothing,805,18
2272110229474022,Bagong Bicol,Bagong Bicol,802,2
111324628476603,REact PH: Choose Renewables,REact PH: Choose Renewables,759,4
212808672071102,MWSS Regulatory Office,MWSS Regulatory Office,739,7
115419768085260,Lokal,Lokal,737,2
1030706640379655,Pilipinas: Coal Free by 2030,Coal Free Philippines,671,2
106352075165169,e-Boto,e-Boto,624,4
1669303526443380,Trendsuertres Customized Promotional Items Baller Wrist Band Keychains etc.,Diomar Dizon Lagunero,590,1
109867628173478,Ronin Leviste,Marizelle Villanueva Cereneo,586,3
101178932348592,Office of the Municipal Mayor - Atty. Philip A. Dacayo,Tyrone Joy Galasinao Dagdag,575,2
100262295333622,USWAG Ilonggo Party-list,USWAG Ilonggo Party-list,548,1
454536418241945,MakeSense,MakeSense Asia,532,2
166107624078770,Camanava News,CAMANAVA News,500,5
126143141115339,Congresswoman Len Alonte,Joemarlon V. Bergonio,495,1
223618785182273,Pilipinas,WFPH,491,5
106500962270366,𝐀𝐄𝐀 𝐁𝐞𝐚𝐮𝐭𝐲 𝐋𝐨𝐮𝐧𝐠𝐞,These ads ran without a disclaimer,479,1
207494196545897,"San Anselmo Publications, Inc.",Eldrige Marvin Bihis Aceron,461,2
537843086665379,City Inquirer,City Inquirer,437,5
103485942191411,Juan Bulletin,Polsure,419,2
290009901573686,SK Federation of Pagbilao,Josie Irma Roqueza Luce,417,1
1512452085732585,Stratbase ADR Institute,Stratbase ADR Institute,415,3
103401515144127,Atty. Migs Nograles,Atty. Migs Nograles,409,2
319818695398069,"Kgwd. Lito del Rosario - Naga City, Camarines Sur",Joselito San Andres Del Rosario,405,1
102070751171612,Tuloy Ang Aksyon Konsehala RL Leachon,Ronalee Escondo Leachon,387,2
107701168822758,Aksyon TV,Aksyon Demokratiko,379,2
110829087227170,QC Waves Swim Club Inc.,QC WAVES SWIM CLUB INC,362,2
622939898353726,BIKOLNON,Cyril De Vera,362,2
425103024214244,Bawas Bisyo,Sin Tax Coalition,358,4
332536503771530,Vice Governor Karen Agapay,Edgar Habana Ruado,351,1
107427980954216,Saksi Ngayon,Manuel Jr Singson Siquian,351,2
101935445680941,Inside Politico,Polsure,349,2
103137046024746,Malayang Konsyumer,The Message Booster Enterprise,346,6
279292210553771,Protect the Verde Island Passage,"Center for Energy, Ecology, and Development",346,1
320130741416822,Special Olympics Pilipinas,Special Olympics Pilipinas,340,12
2103172176611007,Aksyon Demokratiko,Aksyon Demokratiko,336,4
104988244674974,Mobility Awards,The Climate Reality Project Philippines,319,5
407604493105131,"PBA: Politika, Basketbol, at Artista","PBA: Politika, Basketbol, at Artista",315,4
186667502068528,Larry De Costa,WFPH,306,3
145265112840190,Kasama Ka Sa Pag-Unlad,Polsure,297,1
1332938170076882,Tatak QC,Polsure,295,1
111518131388232,CharityPhilippines.org,CharityPhilippines.Org,292,1
704686786533849,Quezon City Moms,Polsure,292,1
105691871912480,Joel B. Tingbaoen Jr.,Joel B. Tingbaoen,291,2
102096659031494,Cong. Arnan C. Panaligan - House of Representatives,Cong. Arnan C. Panaligan - House of Representatives,287,5
1779870368752390,May JOY sa QC,Polsure,282,1
68793499001,UNICEF,These ads ran without a disclaimer,278,1
374004705980904,Philippine Business for Education,Philippine Business for Education,272,2
114857213210297,Ninong Dela Cruz,Batang Malabon'yan Movement,270,4
546433575827400,Jun Sagun,Jun Sagun,269,1
102081865474762,Kiddie Learning Train,Philippine Business for Education Inc.,253,2
100350202335117,Benhur Abalos,Supporters and Friends of Benhur Abalos,240,1
135595127068520,Alike Media Inc.,Marizelle Villanueva Cereneo,234,2
404729389612751,"Teodorico ""Nonong"" T Haresco, Jr",BIHA-MPC : People of Aklan,233,3
108716480730147,Cong Jing Paras,Cong Jing Paras,200,4
100136438865259,Ako Volunteer - BBM SARA,Volunteerism Initiative,197,2
107463358538636,planetGOLD Philippines,planetGOLD Philippines,197,3
366797844060990,Now You Know,Now You Know,196,2
113178534485189,OFW Partylist,OFW Partylist,187,2
1876831369252452,Albee Benitez,Albee Benitez,184,3
483430665076578,Edukasyon.ph,Edukasyon.ph,184,2
104163848038251,Doc Tess Villaluz Heyrosa,David Tapales Ramos,176,1
104894502421974,PH Biz Forum,The Message Booster Enterprise,159,3
105666662355437,T-Village full sublimation and DTF,These ads ran without a disclaimer,159,2
109064817294181,Councilor David Acob,Marc David Capeseño Acob,155,1
705084689622229,Aika Sanchez,Angela Cruz Sagales,154,1
103679252545648,Obrero Pilipino,The Message Booster Enterprise,149,3
154386154617,WWF-Philippines,WWF-Philippines,145,1
111303025104461,Yarn ang Pinoy,The Message Booster Enterprise,144,3
100258655377645,SP Mark Vega Quimpo,Mark Vega Quimpo,144,2
331150954999781,We Effect Philippines,We Effect Philippines,137,1
1528902407332883,Konrad-Adenauer-Stiftung Philippines Office,Konrad-Adenauer-Stiftung Philippines,135,1
108077000845786,Right to Know Right Now Coalition,"Right to Know, Right Now! Coalition",130,1
107204331874052,Worldwide Teach-In for Climate PH,Worldwide Teach-In for Climate PH,125,1
109553961948069,Ang Magsasakang Pilipino,The Message Booster Enterprise,125,2
106611224606486,Tropang Tulungan,Tropang Tulungan,125,1
111324628476603,REact PH: Choose Renewables,These ads ran without a disclaimer,123,1
2147575852160385,Congresswoman Ann Matibag,Congresswoman Ann Matibag,121,3
101630711240288,Atty. Ras Mitmug,Atty. Ras Mitmug,120,1
308668033138598,"Vice Mayor Angelito ""Totie"" Lazaro Jr.",Sammy Figura Grubanzo,119,2
200480966638039,Supremacy 1914,These ads ran without a disclaimer,117,1
105005332111562,1solarman ph,These ads ran without a disclaimer,117,1
108542378342593,Senior Citizens Partylist - Cong. Ompong Ordanes,Senior Citizens Party-list,117,1
100305568984268,EdukNaman,Philippine Business for Education Inc.,114,1
128615437219412,Philippine Collegian,Philippine Collegian,112,1
725505594135727,Adventure Escape,These ads ran without a disclaimer,111,1
307855770033568,"Estelito ""Litoy"" R. Marabe, CPA",Mark Anthony Pelere Alima,109,1
107862888905848,JCI MPower,These ads ran without a disclaimer,107,1
102029749186072,Konsehal Abu Gino-gino,Emil Justin Angelo Guarte Gino-gino,103,1
705660422953865,About Metro Pacific,WFPH,103,1
106681727748353,Afford Da Boys,These ads ran without a disclaimer,≤100,1
495629064258114,Lolita Karen Javier,Amor U. Nacional,≤100,1
390661781384394,"Makati Business Club, Inc.","Makati Business Club, Inc.",≤100,1
108413847429628,What's up QC,Polsure,≤100,1
104798888951942,Asian Century PH,Asian Century PH,≤100,1
389832831155174,Joke Joke Joke,Kristine Reyes Sablan,≤100,1
118263363420286,Ilocos Trends,WFPH,≤100,1
100108226244136,PH 24 ORAS,The Message Booster Enterprise,≤100,1
100173486265813,Malayang Pilipinas,The Message Booster Enterprise,≤100,1
225739332741916,Konsehala Trixie Salvador,Trixie Salvador,≤100,2
1452648134951782,Local Government Unit of Solano,Tyrone Joy Galasinao Dagdag,≤100,1
633460430506466,Saiyi's Online Store,These ads ran without a disclaimer,≤100,1
107709755469083,Bayan ng Magigiting,The Message Booster Enterprise,≤100,1
517231405008910,Global Landscapes Forum,These ads ran without a disclaimer,≤100,4
160198301243328,ITS Congresses,These ads ran without a disclaimer,≤100,2
1513598595608136,Konsehal Phillip Yerro Kimpo,Phillip Jr Yerro Kimpo,≤100,1
242562552438872,DOST-STARBOOKS,DOST-STARBOOKS,≤100,1
107073472310988,Motul-Yamaha Motocross 2023,These ads ran without a disclaimer,≤100,1
120759434686326,Crown Asia Properties,These ads ran without a disclaimer,≤100,1
103287481086189,NUAT THAI Lawaan,These ads ran without a disclaimer,≤100,1
111722151273135,Jerome “APEN“ Dela Cruz,These ads ran without a disclaimer,≤100,1
101879075639742,Vicky Aguirre,These ads ran without a disclaimer,≤100,1
275175112891680,Bureau of Customs - Port of Davao,Bureau of Customs - Port of Davao,≤100,1
102149044584904,Iparush kay Paras,Iparush kay Paras,≤100,1
