Location name,Amount spent (NZD)
Auckland Region,1695
Bay of Plenty Region,404
Canterbury,696
Cook Islands,≤100
Gisborne District,≤100
Hawke's Bay,201
Manawatu-Wanganui,281
Marlborough Region,≤100
Nelson Province,≤100
Northland Region,207
Otago,312
Southland,126
Taranaki,156
Tasman District,≤100
Unknown,≤100
Waikato,513
Wellington Region,534
West Coast,≤100
