Location name,Amount spent (CZK)
Central Bohemian Region,14383
Hradec Králové Region,5695
Karlovy Vary Region,3165
Liberec Region,4632
Moravian-Silesian Region,12087
Olomouc Region,6583
Pardubice Region,5227
Plzeň Region,7030
Prague,31715
South Bohemian Region,6415
South Moravian Region,15475
Unknown,≤100
Vysočina Region,4608
Zlín Region,5826
Ústí nad Labem Region,10260
