Location name,Amount spent (CZK)
Central Bohemian Region,11302
Hradec Králové Region,4406
Karlovy Vary Region,3189
Liberec Region,4163
Moravian-Silesian Region,9975
Olomouc Region,5761
Pardubice Region,4494
Plzeň Region,5750
Prague,26697
South Bohemian Region,7140
South Moravian Region,13273
Unknown,≤100
Vysočina Region,3478
Zlín Region,4566
Ústí nad Labem Region,7671
