Page ID,Page name,Disclaimer,Amount spent (UYU),Number of ads in Library
105372794744976,Intendencia de Paysandú,Intendencia Departamental de Paysandú,1814,3
721629447857727,567 El Espacio,Sol Ines Pereyra Zunin,1259,2
102337244995366,Prudencia Uruguay,Santiago Raffo Arias,1004,2
165920193432209,Intendencia de Montevideo,Intendencia de Montevideo,851,16
308762172579887,Rodrigo Goñi Reyes,Maria Florencia Porro,785,6
339506493370193,Richard Sander,Richard Saul Sander Darín,656,3
225968600759645,Andrés Lima,Ernesto Dario Castro Rodriguez,513,4
1663909410533738,Pit-Cnt - oficial,PITCNT,463,4
2332750643467917,Yamandú Costa,José Manuel Gutiérrez Pereira Das Neves,384,1
292074670808351,Frente Amplio,Frente Amplio,265,1
100492222711808,Somos Todos Uruguayos,Somos Todos Uruguayos,243,4
182064165247111,Fronteira Criativa,These ads ran without a disclaimer,145,1
100695741925657,Juan Pablo Rocca Selgas,Juan Pablo Rocca Selgas,≤100,1
107574220629167,Carolina Batista,Norma Valentina Pérez Nunez,≤100,1
113176005044352,Go Punta,These ads ran without a disclaimer,≤100,1
2189692867780422,Marcio Protti,Marcio Protti Toya,≤100,1
2051067445198623,APLANET,These ads ran without a disclaimer,≤100,2
200480966638039,Supremacy 1914,These ads ran without a disclaimer,≤100,2
1823807254333065,Soy Más País,These ads ran without a disclaimer,≤100,1
100685516644957,Fundación Foro,These ads ran without a disclaimer,≤100,1
110336638100765,El Archivo - Periodismo de investigación,These ads ran without a disclaimer,≤100,1
560697324034897,Método Arcón,These ads ran without a disclaimer,≤100,1
1673669186277733,Freeda,These ads ran without a disclaimer,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,1
185561295623272,Move To Help Foundation,These ads ran without a disclaimer,≤100,1
103902772675099,Paola Noboa,These ads ran without a disclaimer,≤100,5
102962402632539,Jaime Parejo,These ads ran without a disclaimer,≤100,1
111196441899324,Casas Solares,These ads ran without a disclaimer,≤100,2
