Location name,Amount spent (CLP)
Antofagasta Region,66727
Araucanía Region,103790
Arica y Parinacota Region,31815
Atacama Region,19219
Aysén Region,12775
Bío Bío Region,291329
Coquimbo Region,153502
Los Lagos Region,80773
Los Ríos Region,43592
Magallanes y la Antártica Chilena Region,32553
Maule Region,97310
O'Higgins Region,116090
Santiago Metropolitan Region,695824
Tarapacá Region,35342
Unknown,≤100
Valparaíso Region,165140
