Page ID,Page name,Disclaimer,Amount spent (BBD),Number of ads in Library
301435876711519,Barbados Coalition of Service Industries - BCSI,These ads ran without a disclaimer,≤100,2
106192543721,Business Barbados,Business Barbados,≤100,1
101082842736363,The world of reader,These ads ran without a disclaimer,≤100,2
