Page ID,Page name,Disclaimer,Amount spent (TWD),Number of ads in Library
238507146264909,國際特赦組織 台灣分會 Amnesty International Taiwan,國際特赦組織 台灣分會 Amnesty International Taiwan,34921,183
286487218798,遠見雜誌,遠見雜誌,20330,7
105556085524776,Twpca-台灣野良犬照護協會,Twpca-台灣野良犬照護協會,18790,4
693907914395620,良杯製所 Oolab,良杯製所 Oolab,14860,8
100489613340306,Samsung,Samsung,13051,5
104792919199978,早安總裁,These ads ran without a disclaimer,12864,12
148475335184300,Greenpeace 綠色和平 (台灣網站),Greenpeace 綠色和平 (台灣網站),10083,32
820612794778213,渣打銀行 Taiwan,渣打國際商業銀行,9542,7
106801464127093,目目非營利 MUVE NPO,目目非營利,7526,20
467933563234921,南門書局-網路圖書名店、也有實體店面，誠信可靠！,玉河 孫,6801,15
122434861151717,Dulux 得利塗料,These ads ran without a disclaimer,6516,1
277223962685223,Nespresso.TWN,Nespresso.TWN,5792,23
219315794887869,聯合報,聯合報股份有限公司,4536,45
211730475524462,大陸委員會,大陸委員會,4282,8
109935375827472,CASIO G-SHOCK,These ads ran without a disclaimer,4087,1
217802801759737,郭昭巖粉絲團,郭昭巖粉絲團,4027,7
177161918975981,基督教芥菜種會,基督教芥菜種會,3991,31
106624175560877,小君有約,These ads ran without a disclaimer,3751,39
727855827262810,林家興 Alfred Lin,林家興 Alfred Lin,3601,2
167913323845559,FNG世代設計｜為了下一代而設計,FNG世代設計｜為了下一代而設計,2782,6
1537741526464370,桃園市議長邱奕勝,奕勝 邱,2760,6
109462390640602,企業勞動法務管理顧問-勞動契約、勞資爭議、勞務健檢、教育訓練、法律事務、法律風險控管,芸廷 林,2544,10
1649523455281990,遠山呼喚,遠山呼喚國際貧童教育組織,2543,17
113021403762187,法律協會-債務協商 更生 清算 -全台服務,傢宇 吳,2440,2
102764756435823,黃柏霖,柏霖黃,2175,2
1833187540297220,牛煦庭,晴黃,1854,4
390569611008641,願景工程基金會 Vision Project,願景工程基金會,1838,25
132666307449531,溏風報傳媒,fongnews.net,1833,3
158025223269,今周刊,今周刊,1810,14
100714476220256,永續金融先行者聯盟,永續金融先行者聯盟,1705,41
1847777185521418,放言 Fount Media,放言科技傳媒股份有限公司,1660,20
109951060795057,森林城市協會,傑任莊,1568,3
217517810298674,地方政治觀察家,皮爾森數據,1519,4
650500068416528,無國界醫生 / Médecins Sans Frontières (MSF),無國界醫生 / Médecins Sans Frontières (MSF),1489,3
241284961029,udn.com 聯合新聞網,udn.com 聯合新聞網,1396,3
235679595900,民視新聞,民視新聞,1356,7
1487218698275407,南門書局二店-網路特價書店-也有實體店面，價格親民，誠信可靠的老店。（師友文化）,玉河 孫,1333,7
189061482332,張嘉郡,嘉郡張,1332,2
104624290080479,張育美,翊斌黃,1301,4
103857238714502,政治熱潮觀察站,威廷劉,1240,6
195094157238158,好立委 楊瓊瓔,宛儀林,1186,7
1025786357451330,"范雲  FAN, Yun","范雲  FAN, Yun",1165,3
401843085061,台電電力粉絲團,台電,1158,2
171759036215066,創世紀不動產教育訓練中心,Micky  Wu,1158,18
108696572024879,民視佮你講（Bîn-sī kah lí kóng）,民視新聞,1134,5
107061308725353,京華廣場頂級商辦園區,京華廣場頂級商辦園區,1103,15
195890640463420,台灣永續能源研究基金會 Taiwan Institute for Sustainable Energy (TAISE),Che Hui Chu,1063,1
152479095435700,茶樹莊園 Tea Tree Garden,花仙子 Farcent,1008,1
107478432346054,郭台銘+1,Kaiwun Lin,916,12
1701050266831938,唐風,新凱 林,913,1
2142074882525226,張智倫,張智倫,866,2
113761234998842,温宗諭,博盛侯,855,1
327941870899267,元智大學 i Life,元智大學 i Life,841,1
1855418728011324,鏡週刊,鏡週刊,841,2
945888608794185,聯博 - 81樓的基金筆記,聯博 - 81樓的基金筆記,825,2
1629474157289221,小牛頓,小牛頓科學教育有限公司,813,7
155906881874882,涂權吉市議員,權吉涂,800,9
628210660663641,自由時報地產天下,自由時報地產天下,789,1
324041984468908,立志中學,立志中學,783,2
191690867518507,江啟臣,江啟臣,760,2
481065478629613,The News Lens 關鍵評論網,The News Lens 關鍵評論網,748,3
188358792124,聯經出版,聯經出版,748,8
1549881451947136,林筱淇,筱淇 林,736,4
773445392783613,嘉義多一點,嘉義多一點,735,1
291116504367985,張秀華,張秀華,700,1
164483516927300,張景嵐,張景嵐,696,1
791870507594526,利樂創新界,利樂創新界,690,15
218662974825481,王惠美,王惠美,674,1
175549807657,台達基金會,台達基金會,657,6
104478515128771,自忠學堂,Kaiwun Lin,609,9
106244415049334,陳世軒 jimmy,晉丞 歐,608,1
