Location name,Amount spent (EUR)
Central Finland,2312
Central Ostrobothnia,473
Etelä-Savo,731
Kainuu,439
Kymenlaakso,839
Lapland (Finland),1072
North Karelia,774
Northern Ostrobothnia,2681
Ostrobothnia (region),1401
Pirkanmaa,3586
Pohjois-Savo,1413
Päijät-Häme,1456
Satakunta,1010
South Karelia,514
Southern Ostrobothnia,1297
Southwest Finland,2977
Tavastia Proper,1359
Unknown,≤100
Uusimaa,18059
Åland Islands,122
