Location name,Amount spent (USD)
Alabama,8285
Alaska,2874
American Samoa,≤100
Arizona,34910
Arkansas,8194
California,80529
Colorado,13395
Connecticut,9328
Delaware,2110
Florida,55605
Georgia,23040
Guam,≤100
Hawaii,2469
Idaho,7344
Illinois,56205
Indiana,21468
Iowa,6822
Kansas,8827
Kentucky,10481
Louisiana,10945
Maine,5721
Maryland,15084
Massachusetts,12244
Michigan,32676
Minnesota,13457
Mississippi,5536
Missouri,12328
Montana,12846
Nebraska,5129
Nevada,14307
New Hampshire,3202
New Jersey,19956
New Mexico,6527
New York,59149
North Carolina,21697
North Dakota,1231
Northern Mariana Islands,≤100
Ohio,24313
Oklahoma,9248
Oregon,11051
Pennsylvania,44677
Puerto Rico,≤100
Rhode Island,1737
South Carolina,9405
South Dakota,1732
Tennessee,15888
Texas,58172
Unknown,≤100
Utah,6872
Vermont,1954
Virgin Islands (U.S.),≤100
Virginia,24377
Washington,15335
"Washington, District of Columbia",7744
West Virginia,4988
Wisconsin,27554
Wyoming,1491
