Page ID,Page name,Disclaimer,Amount spent (HTG),Number of ads in Library
106300349078917,Thomas Zaugg,These ads ran without a disclaimer,110,1
1917715138510680,Follow Your Legend,These ads ran without a disclaimer,≤100,4
212732770186,Tom MacDonald,These ads ran without a disclaimer,≤100,1
120062367660295,,These ads ran without a disclaimer,≤100,1
101998658413144,Black Streak Anime,These ads ran without a disclaimer,≤100,6
104404948072,Ema Arius,These ads ran without a disclaimer,≤100,1
198454000189884,REW.ca,These ads ran without a disclaimer,≤100,1
218798922334223,COFCO,These ads ran without a disclaimer,≤100,1
175889425769412,BAR-TEK Motorsport,These ads ran without a disclaimer,≤100,2
101236935303293,Trivia.com - Trivia,These ads ran without a disclaimer,≤100,3
195138202091,Parentz Talk,These ads ran without a disclaimer,≤100,4
104442131947319,ParentzTalk - Teenagers,These ads ran without a disclaimer,≤100,3
200480966638039,Supremacy 1914,These ads ran without a disclaimer,≤100,2
112275231814174,,These ads ran without a disclaimer,≤100,1
102075811887387,Chocolate.com - Images,These ads ran without a disclaimer,≤100,2
211768992564087,LAMP TECH,These ads ran without a disclaimer,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,1
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,1
