Page ID,Page name,Disclaimer,Amount spent (CLP),Number of ads in Library
231350380299380,Las Últimas Noticias (LUN),Las Últimas Noticias (LUN),383983,10
103527991214141,Cero DICOM,Cero Dicom,200467,8
105783868682878,Asistencia Tesorería,Asistencia Tesoreria,105233,11
580663538777736,Consejo Minero,Feedback Comunicaciones,104274,6
1548643738480723,Asistencia Deudores,Asistencia Deudores,100282,2
172277313691851,Chile Liberal,Chile Liberal,92990,6
105798328215264,Asistencia Familia,Asistencia Familia,90286,6
101022471358725,El orgullo de ser chileno,El orgullo de ser chileno,89783,6
112089607203762,Consejo del Salmón,Consejo del Salmón,88180,4
558224964238853,Anglo American,Anglo American,82012,2
386423238164424,Enel Chile,Enel Chile,55727,1
78617029137,Greenpeace Chile,Fundación Greenpeace Pacífico Sur,52630,2
105216321995280,Pivotes_cl,Fundación Pivotes,46824,1
1409821842658101,Merlín Research,Merlín Research,40752,1
106037731330237,CentroAvance,Centro Avance,40082,5
113838817025219,Coperiodistas,Coperiodistas,36242,5
572161723127136,Copsa Chile,COPSA Chile,36074,4
256214294989170,DaleProfe,daleProfe,33723,35
104189318481439,Minería y Futuro,Mineria y Futuro,32065,5
246478779511291,Lex Grupo Abogados,Lex Grupo Abogados,29984,1
228557190541436,BancoEstado,BancoEstado,29007,5
110835964029132,Var Constitucional,Var Constitucional,28605,8
756450494522524,Andrés Jouannet Diputado,Andrés Jouannet,27664,4
761606963919174,Somos Aclara,Somos Aclara,23509,3
632687896928177,Oscar Crisóstomo,Oscar Crisóstomo,22789,8
671262362900569,Red de Salud UC CHRISTUS,These ads ran without a disclaimer,21644,1
26929188652,El Observatodo,MiVoz.cl,20354,45
200033693376679,Norte Verde,Inmobiliaria Norte Verde Spa,20041,3
100645555080281,Academia Nacional de Litigación,Academia Nacional de Litigación,17636,12
922533087852291,Luis Malla Diputado,Luis Malla Diputado,16937,3
109615570880157,Luciano Rivas Stepke,Luciano Rivas,15038,2
486113348433421,Ximena Ordenes Neira,Ximena Ordenes,14662,17
120295334652273,Enrique Van Rysselberghe Herrera,Enrique Van Rysselberghe Herrera,14062,10
419006974914571,Facultad de Agronomía e Ingeniería Forestal UC,Facultad de Agronomía e Ingeniería Forestal UC,13488,8
101353136059344,filantropiacortessolari,These ads ran without a disclaimer,13032,1
295886120554128,Polpaico,Cemento Polpaico SA,12240,1
112555455065264,Vehículos en Peligro,Vehículos en Peligro,10005,8
350025708997760,Minera Vizcachitas,Minera Vizcachitas,9468,1
220236561437105,Fundación MERI,Fundación Caserta,9450,1
1101427233255754,Christopher White,Christopher White Bahamondes,9432,13
181189911970230,Alberto Undurraga V,Alberto Undurraga V,8447,2
78239901502,Diario Financiero,Grupo DF,7864,19
184559421980613,Vlado Mirosevic,Vlado Mirosevic,7215,2
541390972732127,Consejero Regional Rodrigo Vera,Consejero Regional Rodrigo Vera,6638,2
112414063439760,DeliBest Chile,Brecha Digital Consultores,6571,1
106876844324420,kws.chile,Semillas KWS Chile Ltda,6413,2
113540781539326,Workmed,Workmed,6307,2
300345197052910,Pablo Gutierrez Core,Pablo Gutierrez Core,5530,6
478976528820583,I. Municipalidad de La Granja,Brecha Digital Consultores Ltda.,4857,1
1657924067839348,Aguas Antofagasta Grupo EPM,Aguas Antofagasta Grupo EPM,4810,2
109626371709961,Salmones Austral,Salmones Austral,4755,6
386634201382499,Marco Enriquez-Ominami,Marco Enríquez-Ominami,4588,2
293103284121826,Fundación Para el Progreso,Fundación Para el Progreso,4422,4
100925928305320,SOMOS,SOMOS,4160,4
100545818677825,Manuel León Saa,Manuel León Saa,4071,2
600661340080888,Municipalidad de Salamanca,Municipalidad de Salamanca,3792,6
106088671518497,Agustín Iglesias Concejal Independencia,Agustín Iglesias Concejal Independencia,3748,1
714668238565787,Felipe Delpin,Felipe Delpin,3568,1
101697669311761,cromero_gestionproduccion,These ads ran without a disclaimer,3478,1
184169995325116,Gerardo Rojas Escudero,Gerardo Rojas Escudero,3356,4
173417548106840,Natalia Romero,Natalia Romero,3223,4
154785904692548,SalmonChile,SalmonChile,3207,3
104684192398328,Francisco Corral Macías,SocialClick Ads,2989,3
105725594737658,Biosfera Austral,These ads ran without a disclaimer,2918,1
1468305710113914,Soñadores Indestructibles,Soñadores Indestructibles,2811,1
107151670642286,Al Aguaite Sin Censura,Al Aguaite Sin Censura,2612,1
110405624650830,Chile En La Encrucijada,Chile En La Encrucijada,2563,2
101443865184651,Marianella Benavides Concejala Los Andes,Marianella Benavides Concejala Los Andes,2460,1
103030962615298,Chile YAAC,Chile YAAC,1993,2
496466783840953,Alejandra Sepúlveda Mujer de Trabajo,Alejandra Sepúlveda Mujer de Trabajo,1965,1
107843817654667,Marcela Mansilla Potocnjak,Marcela Mansilla Potocnjak,1894,1
329983507923908,Psicologa Consuelo Mujica,These ads ran without a disclaimer,1870,1
108523631002340,Loreta Villegas- Consejera Regional Aysen,Loreta Villegas- Consejera Regional Aysen,1687,4
211625929000469,Jaime Escudero,Jaime Escudero,1645,14
968772086505075,Gerardo Espíndola Rojas,Gerardo Espíndola Rojas,1613,1
158163533010270,Javiera Calvo,Javiera Calvo,1603,1
106404409149887,Fundación Redecap,Fundación Redecap,1550,6
317209815074690,Diario La Batalla de Maipú,Diario La Batalla de Maipú,1445,2
221901754840837,Acciona.Chile,ACCIONA Chile,1237,1
343265652503533,Municipalidad de Puchuncaví,Ilustre Municipalidad de Puchuncaví,1207,1
1621023591454427,Sandro Puebla Veas,Sandro Puebla Veas,1151,1
1762858300594787,Gabriel Tiznado. Concejal de Longaví,Gabriel Tiznado. Concejal de Longaví,1051,1
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,802,1
1384455488528563,Sociedad Nacional de Minería,These ads ran without a disclaimer,297,2
94340934765,LarrainVial,These ads ran without a disclaimer,167,1
391338058160314,Desafío Chile Sin Basura,Asesorías y Servicios Kyklos SpA,≤100,1
124224143270,Hogar de Cristo,These ads ran without a disclaimer,≤100,1
1358396247570713,Greentech • Educación Ambiental - Hispanoamérica,These ads ran without a disclaimer,≤100,1
110263771926936,Sr. Chuey,These ads ran without a disclaimer,≤100,1
294017310722101,Senador Dupont,These ads ran without a disclaimer,≤100,1
107151211758954,Investing Revista,These ads ran without a disclaimer,≤100,1
100305849167750,Born To Know,These ads ran without a disclaimer,≤100,1
171195311682401,ParentzTalk - Activities,These ads ran without a disclaimer,≤100,1
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,1
358442097543367,Materia,These ads ran without a disclaimer,≤100,1
289211711181662,Fuente Latina,These ads ran without a disclaimer,≤100,1
213777866456,Facultad de Gobierno Universidad de Chile,These ads ran without a disclaimer,≤100,1
610541935945465,FH PERU,These ads ran without a disclaimer,≤100,2
112003370434390,juniper.flora.clarke,These ads ran without a disclaimer,≤100,1
999778296791529,Las Voces Internas,These ads ran without a disclaimer,≤100,1
116603861327799,alex_sa.c,These ads ran without a disclaimer,≤100,2
105409475569811,AO Recon Latin America,These ads ran without a disclaimer,≤100,1
104738335990390,Fnuhj-1234,These ads ran without a disclaimer,≤100,1
1518216038506999,CRI - Rádio Internacional da China,These ads ran without a disclaimer,≤100,1
126736377353024,Merchants Quay Ireland,These ads ran without a disclaimer,≤100,1
226593947367922,Cultiva,Brotar,≤100,1
119061657800841,OasisFun,These ads ran without a disclaimer,≤100,2
109416599136825,El Diario de Antofagasta,El Diario de Antofagasta,≤100,1
118998646608157,Para El Camino,These ads ran without a disclaimer,≤100,1
416731498371213,Saved To Serve,These ads ran without a disclaimer,≤100,1
