Page ID,Page name,Disclaimer,Amount spent (CZK),Number of ads in Library
179497582061065,Tomio Okamura - SPD,Svoboda a přímá demokracie - SPD,6967,11
107168501717614,Z1 TV,These ads ran without a disclaimer,3334,1
178362315106,European Parliament,European Parliament,2562,2
103430204491217,Robert Šlachta,PŘÍSAHA - občanské hnutí Roberta Šlachty,2336,1
197010357446014,Ondřej Prokop,Ondrej Prokop,1819,1
251656685576,KDU-ČSL,KDU-ČSL,1817,8
147547541961576,Council of the European Union,Council of the European Union,1804,5
211685455639198,Ministerstvo práce a sociálních věcí,Ministerstvo práce a sociálních věcí,1321,4
487445514669670,Petr Fiala,ODS - Občanská demokratická strana,1267,5
34825122262,Časopis Reflex,CZECH NEWS CENTER a. s.,1083,8
1956144064659620,BlueTV,Aliance pro budoucnost,1078,2
111041662264882,ČSSD,ČSSD,893,3
137301989386,Aktuálně.cz,Aktuálně.cz,827,4
211401918930049,ANO,ANO,796,10
299124538476,Zachraňme lesy,Hnutí DUHA - Přátelé Země Česká republika,619,7
693725074166331,Naše zdravotnictví,Naše zdravotnictví,611,3
111108757492137,Libor Vondráček • Svobodní,Libor Vondráček • Svobodní,589,6
384187235387895,Alena Schillerová,ANO,528,1
315972808450196,ČSOB,ČSOB,523,1
121277007616903,Tik tokk,These ads ran without a disclaimer,517,1
1668630386739423,Munipolis,Mobilní Rozhlas,498,2
130038285069,Lékaři bez hranic / Médecins Sans Frontières (MSF),"Lékaři bez hranic - Médecins Sans Frontières in Czech Republic, o. p. s.",492,2
106834174877753,Svět hospodářství,"SH media, spol. s r.o.",478,6
424114981002397,Český rozhlas Plus,Český rozhlas,442,23
711658465662315,XTV,XTV,412,9
264983260329918,Rádio Universum,Kupředu do minulosti s.r.o.,401,2
107341405343516,Mise Ukrajina,Mise Ukrajina,386,6
171936526824,EKONOM.cz,"Economia, a.s.",382,2
214827221987263,Andrej Babiš,Andrej Babiš,358,2
124152241443,Čmelák - Společnost Přátel Přírody,Čmelák - Společnost přátel přírody,352,7
113487364881416,Jiří Rezek - Váš místostarosta Plzně Jedničky,Jiří Rezek - Váš místostarosta Plzně Jedničky,341,1
206045673805,Deník.cz,VLTAVA LABE MEDIA a.s.,335,3
90002267161,TOP 09,TOP 09,335,9
50309511751,Český rozhlas - Radiožurnál,Český rozhlas,334,1
1416733788557863,Pravda o vodě a voda lidem,Pravda o vodě a voda lidem,310,2
55408246161,Amnesty International ČR,Amnesty International ČR,309,22
154228456802,Divadlo v Řeznické,"Divadlo v Řeznické, o. p. s.",308,2
100843142503124,ZjistiVíc.cz,Zjisti víc,294,2
200480966638039,Supremacy 1914,These ads ran without a disclaimer,282,2
257529307701966,Jiří Pospíšil,TOP 09,269,4
101729038539214,Chomutovská koalice,Chomutovská koalice,266,1
155406703122,Arnika,Arnika - Centrum pro podporu občanů,261,3
284944781875,EURACTIV.cz,EURACTIV.cz,260,6
2297075120544646,Spojenci pro kraj,JsmePRO! (Spojenci pro kraj),246,1
940193446018972,DRFG a.s.,DRFG a.s.,246,7
229294384295513,"Přemysl Rabas, senátor",Premysl Rabas,243,1
273367223021327,Veronika Vrecionová,Veronika Vrecionová,241,1
551976351670874,Zdeněk Hraba,Zdeněk Hraba - senátor,226,7
102500511866371,Karel Smetana,Karel Smetana,225,3
1104866262972886,Michal Šmarda,Česká strana sociálně demokratická,219,1
545254525495201,Pravý břeh - Institut Petra Fialy,"Pravý břeh, z.s.",217,4
149945438407451,Svoboda zvířat,"Svoboda zvířat Plzeň, z.s.",210,1
460558621177512,Zálohujme.cz,Zálohujme,205,1
553405241527947,Kancelář architekta města Brna - KAM Brno,Kancelář architekta města Brna,203,2
1410403182565683,Petr Hladík,KDU-ČSL,195,2
102255236177467,eSky,These ads ran without a disclaimer,179,1
58864692622,Český rozhlas Vltava,Český rozhlas,178,1
153384318085064,EUROPEUM Institute for European Policy,EUROPEUM Institute for European Policy,172,1
100609955039699,Corrency,Corrency,172,8
163186777045684,Piráti Královéhradecký kraj,Česká pirátská strana,171,2
108342850697974,Hejtman Josef Suchánek,Starostové a nezávislí • STAN,165,2
419916784781866,Společnost E,"Společnost E / Czech Epilepsy Association, z. s.",156,1
2106629662903134,Brno Brňankám a Brňanům,Brno Brňankám a Brňanům,156,2
567229570370422,Eva Decroix,Eva Decroix,149,1
139768309509688,Liberecký kraj,Liberecký kraj,144,3
609246842426009,Rekonstrukce státu,Rekonstrukce státu,138,3
60516116431,Člověk v tísni,"Člověk v tísni, o.p.s.",136,1
104398128891546,Jan Hrušovský,Jan Hrušovský,131,2
39371299263,Zelení - Strana zelených,Zelení - Strana zelených,130,15
52479821102,Týdeník Respekt,Týdeník Respekt,129,1
124212050978293,Kverulant org,Kverulant org,128,1
541077242579260,TOPAZ,"TOPAZ, z.s.",126,1
1833777390242834,Centrum PANT,Centrum PANT,116,1
1399200400308822,Martin Cibulka,CORP Production,115,1
139379141293,Paměť národa,"Post Bellum, z.ú.",108,4
1776002445975063,V síti Ivana Langera,RiverSong s.r.o.,104,1
109501160564065,Mariana Čapková - místostarostka Prahy 6,PRAHA SOBĚ,103,1
437293906329369,SnadnaMaturita.cz,SnadnaMaturita.cz,103,1
378827025796132,Peak.cz,Peak.cz,102,9
343987063337791,CyberBlog,Cyber Security Solutions s.r.o.,≤100,1
1437561026464333,Patrik Kunčar,KDU-ČSL,≤100,4
733410133337387,Michaela Šojdrová,Michaela Šojdrová,≤100,4
103567498863549,Ecoista,Ecoista,≤100,3
226917671154791,Josef Cogan,STAROSTOVÉ A NEZÁVISLÍ,≤100,1
107836665045928,Aby bylo jasno,"ABJ, s.r.o.",≤100,1
356451014434612,Marian Jurečka,KDU-ČSL,≤100,2
159935454034044,Pirátská strana - Karlovarský kraj,Česká pirátská strana,≤100,2
1201085733241671,Café Evropa,EUROPEUM Institute for European Policy,≤100,1
338661233715007,Zprávy z Moravy,Zprávy z Moravy,≤100,1
242117635912490,ODS - Plzeňský kraj,Občanská demokratická strana,≤100,3
317530692148022,Evropa v datech,Evropa v datech,≤100,2
1468464403368393,Herbert Pavera - Váš senátor na Opavsku,TOP 09,≤100,1
1468464403368393,Herbert Pavera - Váš senátor na Opavsku,PRodukujeme s. r. o.,≤100,4
662196877287140,Tomáš Třetina,PRodukujeme,≤100,1
319958294730813,Jihomoravský kraj,Krajský úřad Jihomoravského kraje,≤100,2
2416478731736515,Ecofol,These ads ran without a disclaimer,≤100,1
100662591864125,Piráti Roudnice nad Labem,Česká pirátská strana MS Litoměřicko,≤100,2
154933116927,Socialistická Solidarita (SocSol),"Socialistická Solidarita, z.s.",≤100,1
164024787880257,Adapterra,Nadace Partnerství,≤100,1
837256169624106,MS ODS Slaný,Ondřej Hradecký,≤100,2
470472843093069,Hradiště je boží,Hradiště je boží,≤100,2
311455292595290,Ivan Hýža - místostarosta Kunratic,Ivan Hýža - místostarosta Kunratic,≤100,1
108256752103532,Josef Soumar - místostarosta Písku,Josef Soumar - místostarosta Písku,≤100,1
952005618247538,Martin Červíček,Martin Červíček,≤100,1
1401994146795511,Svoboda a přímá demokracie Praha - SPD,Svoboda a přímá demokracie - SPD,≤100,2
106691471931611,PRAHA 2 SOBĚ,PRAHA SOBĚ,≤100,1
108973609370,Linka bezpečí,Linka bezpečí,≤100,1
