Page ID,Page name,Disclaimer,Amount spent (COP),Number of ads in Library
619776134722439,Secretaría Distrital de Salud,Secretaría distrital de Salud,1431880,29
308580499200723,Alcaldía de Medellín,Alcaldia de Medellìn,1333136,38
597006313643580,Gobernación del Valle del Cauca,Gobernación Valle del Cauca,1240797,20
75884689790,Colectivo de Abogados,Colectivo de Abogados,1107231,2
141361183156268,Juan Carlos Upegui,Juan Carlos Upegui,1095082,35
108379099286148,Alcaldía Mayor de Bogotá,Alcaldía Mayor de Bogotá,879664,10
499121313802137,Túnel Guillermo Gaviria Echeverri,Túnel Guillermo Gaviria Echeverri,802935,2
251292808253299,Canadian College,Canadian College,777312,19
105860962029722,Felipe Vélez,Medellín Vuelve a Brillar,736866,11
105578134695113,Andree Uribe Montoya,Andree Uribe Montoya,613432,7
310454127055,Politécnico Grancolombiano,Sergio Fernando Gallo Suarez,578064,4
105437204540183,Miyerlandi Torres A,Miyerlandi Torres A,539803,8
101071764864119,Dulce Veneno,Dulce Veneno,371116,2
101871502791636,Carlos Acosta Juliao Oficial,Toro Digital,350904,5
1597659560553215,Colombia+20,COMUNICAN SAS EL ESPECTADOR,325432,16
324718631509952,Yaneth Quintero,Yaneth Alexandra Quintero Herrera,292713,1
601336570076276,Rodolfo Correa,Rodolfo Andres Vargas Correa,290402,3
112233823483908,Mallath Martinez,Toro Digital,285188,7
256488875025665,Juan Bocanegra,Juan Carlos Bocanegra Chacón,260343,2
104472845840664,Juan Carlos Corrales,Juan Carlos Corrales,251595,4
381464961911270,Cruz Roja Antioquia,Cruz Roja Colombiana Seccional Antioquia,246124,17
1147318942107929,Todos Somos Una,DEBRAIN LLC,184104,7
167222580002790,Clara Luz Roldan Gonzalez,Clara Luz Roldán,181790,3
100119084876379,Lida Escobar,Lida Beatriz Escobar Leal,172003,5
1595888870671480,Carlos Arias Concejal Cali,Andres Castro Pauta,163449,4
152513165675160,Óscar Escobar,Oscar Eduardo Escobar Garcia,159597,1
132840983520233,Gobernación del Atlántico,Gobernación del Atlántico,158233,2
969143216462972,Felipe Cañizalez,Andreina Quintero Correa,153365,2
112155252163421,Sebastián López V.,Sebastian Lopez Valencia,151815,33
113234113483957,Mauricio Muñoz,Eduer Mauricio Muñoz Noguera,105080,1
264104919248,Alcaldía Distrital de Barranquilla,Alcaldía de Barranquilla,92981,8
1561180414017967,Juan Manuel Cortés,Juan Cortés,84000,1
1383605158583178,Chicho Avanzando Ando,German Dario  Rodríguez Parro,82916,2
107204794960194,Instituto Técnico La Salle,Instituto Técnico La Salle,82293,13
1823807254333065,Soy Más País,Soy Mas Pais,78572,12
417060811811167,Juan David Duque García,Juan David Duque Garcia,77373,3
108576731393581,Juliana Enciso,Claudia Juliana Enciso Montes,75909,3
53177129367,Dilian Francisca Toro Torres,Dilian Francisca Toro,72634,4
851424944887797,Meridiano Regional,Meridiano Regional,72475,2
295277256700,Concejal María Victoria Vargas Silva,Carmen Pumarejo,68650,6
273140600265429,Ing. Ronald Mauricio Ortiz Bahamon,Ronald Mauricio Ortiz Bahamon,65831,4
