Location name,Amount spent (BRL)
Acre (state),281
Alagoas,988
Amapá,324
Amazonas,2709
Bahia,5830
Ceará,4165
Espírito Santo,1631
Federal District,2219
Goiás,2811
Maranhão,3715
Mato Grosso,2270
Mato Grosso do Sul,1721
Minas Gerais,13758
Paraná,7068
Paraíba,1631
Pará,2962
Pernambuco,4298
Piauí,1114
Rio Grande do Norte,1476
Rio Grande do Sul,29571
Rio de Janeiro (state),9620
Rondônia,742
Roraima,288
Santa Catarina,3947
Sergipe,937
São Paulo (state),49111
Tocantins,680
Unknown,≤100
