Page ID,Page name,Disclaimer,Amount spent (VEF),Number of ads in Library
11449543593,Carlos Ocariz,an advertiser in Venezuela,41000000,124
564188034075673,Roberto Enriquez,an advertiser in Venezuela,10500187,2
112759588312679,cesaralmeida2024,an advertiser in Venezuela,5750000,14
116093674518,César Pérez Vivas,an advertiser in Venezuela,4750000,2
123279176118,DHgate,These ads ran without a disclaimer,2000000,5
792194537475217,Objetivo Cero,These ads ran without a disclaimer,1733940,1
131314590235972,DW Español,These ads ran without a disclaimer,1290563,1
102120339346762,Daniela Castro,an advertiser in Venezuela,1250000,1
333721726763601,Darwin Gonzalez,an advertiser in Venezuela,1025018,1
1786224525008587,Jose Vicente Alcalde,an advertiser in Venezuela,905016,1
105971132265220,Luis Fernando Guerra O,an advertiser in Venezuela,750000,1
1352874084790500,Fresenius Kabi,These ads ran without a disclaimer,258113,2
299227550122220,Radio Cina Internazionale,These ads ran without a disclaimer,250000,1
100520825048827,Movant Connection,These ads ran without a disclaimer,151500,1
104916885739126,Yy smart_1,These ads ran without a disclaimer,≤100,1
116987781644980,Shangay,These ads ran without a disclaimer,≤100,1
303624683019094,HACEY's Health Initiative,These ads ran without a disclaimer,≤100,1
2389307061314370,Vidas Sitiadas,These ads ran without a disclaimer,≤100,2
169687486427698,Jentezen Franklin,These ads ran without a disclaimer,≤100,1
101474672367263,YouthxYouth,These ads ran without a disclaimer,≤100,2
1881543645439590,Tech It Out with Yang Zhao,These ads ran without a disclaimer,≤100,4
103749051453639,Rolan,These ads ran without a disclaimer,≤100,1
102176039105189,Letsget_realll,These ads ran without a disclaimer,≤100,1
1164694603562682,FastTony.es,These ads ran without a disclaimer,≤100,1
1509413712605916,ICAO - International Civil Aviation Organization,These ads ran without a disclaimer,≤100,1
181832185182705,Revista Gatopardo,These ads ran without a disclaimer,≤100,2
1640843592827570,Embodied Philosophy,These ads ran without a disclaimer,≤100,5
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
105920735675544,Li From CGN,These ads ran without a disclaimer,≤100,1
108226812107555,Yang from CGN,These ads ran without a disclaimer,≤100,1
315603771494,Milaap,These ads ran without a disclaimer,≤100,1
