Page ID,Page name,Disclaimer,Amount spent (PGK),Number of ads in Library
218487628613023,"Acatech Aviation College, PNG",These ads ran without a disclaimer,≤100,1
105363750882345,Young Activists Summit,These ads ran without a disclaimer,≤100,3
218798922334223,COFCO,These ads ran without a disclaimer,≤100,1
