Location name,Amount spent (JPY)
Aichi Prefecture,54486
Akita Prefecture,3870
Aomori Prefecture,2286
Chiba Prefecture,43305
Ehime Prefecture,3367
Fukui Prefecture,1615
Fukuoka Prefecture,125744
Fukushima Prefecture,2514
Gifu Prefecture,10896
Gunma Prefecture,11553
Hiroshima Prefecture,4091
Hokkaido,11776
Hyōgo Prefecture,49713
Ibaraki Prefecture,11238
Ishikawa Prefecture,14251
Iwate Prefecture,1638
Kagawa Prefecture,7241
Kagoshima Prefecture,2137
Kanagawa Prefecture,85701
Kumamoto Prefecture,6953
Kyoto Prefecture,25674
Kōchi Prefecture,2975
Mie Prefecture,4749
Miyagi Prefecture,16141
Miyazaki Prefecture,7381
Nagano Prefecture,8929
Nagasaki Prefecture,10260
Nara Prefecture,8215
Niigata Prefecture,10763
Okayama Prefecture,2851
Okinawa Prefecture,5967
Osaka Prefecture,53929
Saga Prefecture,7475
Saitama Prefecture,50164
Shiga Prefecture,8375
Shimane Prefecture,1605
Shizuoka Prefecture,28410
Tochigi Prefecture,10756
Tokushima Prefecture,4032
Tokyo,291720
Tottori Prefecture,1033
Toyama Prefecture,2846
Unknown,≤100
Wakayama Prefecture,5891
Yamagata Prefecture,2700
Yamaguchi Prefecture,2920
Yamanashi Prefecture,2301
Ōita Prefecture,20010
