Location name,Amount spent (CHF)
Aargau,205
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,≤100
Basel-Landschaft,≤100
Bern,277
Canton of Geneva,1520
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,384
Fribourg,138
Graubünden,≤100
Jura,≤100
Luzern,229
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,≤100
Solothurn,≤100
Thurgau,110
Ticino,171
Unknown,≤100
Uri,≤100
Valais,≤100
Vaud,208
Zug,≤100
Zürich,593
