Page ID,Page name,Disclaimer,Amount spent (TWD),Number of ads in Library
103295187963880,J-ice,These ads ran without a disclaimer,44572,2
238507146264909,國際特赦組織 台灣分會 Amnesty International Taiwan,國際特赦組織 台灣分會 Amnesty International Taiwan,40321,174
102176019266829,My Home Page,These ads ran without a disclaimer,32011,2
148475335184300,Greenpeace 綠色和平 (台灣網站),Greenpeace 綠色和平 (台灣網站),31934,47
105556085524776,Twpca-台灣野良犬照護協會,Twpca-台灣野良犬照護協會,24554,6
693907914395620,良杯製所 Oolab,良杯製所 Oolab,21138,9
286487218798,遠見雜誌,遠見雜誌,18232,9
900490063303019,宋懷琳 南投琳好,宋懷琳 南投琳好,11863,8
241284961029,udn.com 聯合新聞網,udn.com 聯合新聞網,10647,10
101492522537465,Pager,These ads ran without a disclaimer,10075,1
106321755481868,BariMetts,These ads ran without a disclaimer,8533,3
106801464127093,目目非營利 MUVE NPO,目目非營利,7174,5
136185963597716,Cheap,Cheap,7157,9
104958309091106,曹興誠  八不居士,曹興誠  八不居士,6683,2
277223962685223,Nespresso.TWN,Nespresso.TWN,5845,24
1547614165384988,QuickseeK快析輿情資料庫,QuickseeK快析輿情資料庫,4542,6
177161918975981,基督教芥菜種會,基督教芥菜種會,4477,16
467933563234921,南門書局-網路圖書名店、也有實體店面，誠信可靠！,玉河 孫,4082,7
105755991667201,女神在線 Venus Online,女神在線,3540,1
102046048924214,Alpha plus - 人才加速器,Alpha plus - 人才加速器,3189,2
219315794887869,聯合報,聯合報股份有限公司,3096,24
109462390640602,企業勞動法務管理顧問-勞動契約、勞資爭議、勞務健檢、教育訓練、法律事務、法律風險控管,芸廷 林,2787,34
211730475524462,大陸委員會,大陸委員會,2785,5
113988264929657,yp,育璞林,2638,18
201785650801,亞洲大學(Asia University Taiwan),亞洲大學,2608,15
124473380937123,勵馨基金會 The Garden of Hope Foundation,勵馨基金會 The Garden of Hope Foundation,2533,2
100293479403636,吳宗憲線上東森直購（正品）,These ads ran without a disclaimer,2347,2
1649523455281990,遠山呼喚,遠山呼喚國際貧童教育組織,2300,3
101793222704679,Jeni Ken,These ads ran without a disclaimer,2275,1
171759036215066,創世紀不動產教育訓練中心,Micky  Wu,2191,23
108465872157182,亞細亞精準數據,亞細亞精準數據,2038,4
1537741526464370,桃園市議長邱奕勝,奕勝 邱,2026,5
1921016244677218,國際橋牌社 Island Nation,國際橋牌社 Island Nation,1866,3
104624290080479,張育美,翊斌黃,1715,5
569626243213799,生鮮時書,生鮮時書,1648,3
175549807657,台達基金會,台達基金會,1617,5
126361734041343,鳳凰國際公關顧問有限公司,志傑 邵,1614,1
110751084984549,Phyllicia,These ads ran without a disclaimer,1592,2
100714476220256,永續金融先行者聯盟,永續金融先行者聯盟,1575,19
111137218408266,Gonzalez Arnetha,These ads ran without a disclaimer,1494,5
101355918337667,地天泰國際顧問有限公司,地天泰國際顧問有限公司,1483,4
104640252092334,許瑞宏  宏觀思維,許瑞宏,1475,2
113761234998842,温宗諭,博盛侯,1365,3
200480966638039,Supremacy 1914,These ads ran without a disclaimer,1293,2
327941870899267,元智大學 i Life,元智大學 i Life,1254,4
155906881874882,涂權吉市議員,權吉涂,1246,1
215213505975,FUNDAY英語教育,FUNDAY英語教育,1179,2
158025223269,今周刊,今周刊,1147,6
465616346853075,RE-THINK 重新思考,RE-THINK 重新思考,1040,8
335544036485779,經濟部,經濟部,955,1
189061482332,張嘉郡,嘉郡張,952,2
167913323845559,FNG世代設計｜為了下一代而設計,These ads ran without a disclaimer,937,3
1487218698275407,南門書局二店-網路特價書店-也有實體店面，價格親民，誠信可靠的老店。（師友文化）,玉河 孫,860,3
104690535860982,楊永明,永明楊,850,4
1649151078446134,卓冠廷,冠廷卓,837,20
1680942122167263,Schneider Electric,品瑄 黃,815,6
368397373312842,游顥,游顥,813,1
127628276929,天下雜誌,天下雜誌,750,1
390569611008641,願景工程基金會 Vision Project,願景工程基金會,743,22
