Location name,Amount spent (JPY)
Aichi Prefecture,41820
Akita Prefecture,3763
Aomori Prefecture,1591
Chiba Prefecture,34826
Ehime Prefecture,2385
Fukui Prefecture,1419
Fukuoka Prefecture,127400
Fukushima Prefecture,2480
Gifu Prefecture,11337
Gunma Prefecture,9030
Hiroshima Prefecture,3745
Hokkaido,10951
Hyōgo Prefecture,42819
Ibaraki Prefecture,10632
Ishikawa Prefecture,29784
Iwate Prefecture,1302
Kagawa Prefecture,6228
Kagoshima Prefecture,2004
Kanagawa Prefecture,67508
Kumamoto Prefecture,7093
Kyoto Prefecture,21716
Kōchi Prefecture,2467
Mie Prefecture,2852
Miyagi Prefecture,11774
Miyazaki Prefecture,6423
Nagano Prefecture,9554
Nagasaki Prefecture,10364
Nara Prefecture,8075
Niigata Prefecture,8840
Okayama Prefecture,2765
Okinawa Prefecture,3996
Osaka Prefecture,36478
Saga Prefecture,6128
Saitama Prefecture,39522
Shiga Prefecture,8372
Shimane Prefecture,977
Shizuoka Prefecture,30490
Tochigi Prefecture,9414
Tokushima Prefecture,2944
Tokyo,283641
Tottori Prefecture,688
Toyama Prefecture,1615
Unknown,≤100
Wakayama Prefecture,5677
Yamagata Prefecture,2484
Yamaguchi Prefecture,2633
Yamanashi Prefecture,1301
Ōita Prefecture,19538
