Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,954
Bicol Region,14210
Cagayan Valley,3276
Calabarzon,22012
Caraga,2044
Central Luzon,12454
Central Visayas,10242
Cordillera Administrative Region,1794
Davao Region,5484
Eastern Visayas,4061
Ilocos Region,4681
Metro Manila,37636
Mimaropa,2793
Northern Mindanao,5206
Soccsksargen,3145
Unknown,≤100
Western Visayas,8629
Zamboanga Peninsula,2611
