Location name,Amount spent (TRY)
Adana Province,5599
Adıyaman Province,353
Afyonkarahisar Province,3197
Aksaray Province,698
Amasya Province,685
Ankara Province,15223
Antalya Province,8301
Ardahan Province,254
Artvin Province,435
Aydın Province,1412
Ağrı Province,495
Balıkesir Province,2639
Bartın Province,298
Batman Province,602
Bayburt Province,≤100
Bilecik Province,181
Bingöl Province,279
Bitlis Province,457
Bolu Province,919
Burdur Province,192
Bursa Province,3470
Denizli Province,1026
Diyarbakır Province,1267
Düzce Province,714
Edirne Province,5550
Elazığ Province,946
Erzincan Province,235
Erzurum Province,1252
Eskişehir Province,1151
Gaziantep Province,2694
Giresun Province,1089
Gümüşhane Province,349
Hakkâri Province,≤100
Hatay Province,1110
Isparta Province,419
Istanbul Province,38979
Iğdır Province,191
Kahramanmaraş Province,751
Karabük Province,626
Karaman Province,207
Kars Province,369
Kastamonu Province,2659
Kayseri Province,3255
Kilis Province,285
Kocaeli Province,1532
Konya Province,3547
Kütahya Province,725
Kırklareli Province,4095
Kırıkkale Province,1488
Kırşehir Province,927
Malatya Province,1088
Manisa Province,2473
Mardin Province,547
Mersin Province,5990
Muğla Province,928
Muş Province,320
Nevşehir Province,996
Niğde Province,475
Ordu Province,1297
Osmaniye Province,3481
Rize Province,751
Sakarya Province,515
Samsun Province,2099
Siirt Province,345
Sinop Province,6401
Sivas Province,1074
Tekirdağ Province,2843
Tokat Province,1848
Trabzon Province,2576
Tunceli Province,257
Unknown,≤100
Uşak Province,5801
Van Province,792
Yalova Province,234
Yozgat Province,759
Zonguldak Province,2297
Çanakkale Province,966
Çankırı Province,760
Çorum Province,1150
İzmir Province,5390
Şanlıurfa Province,1314
Şırnak Province,530
