Page ID,Page name,Disclaimer,Amount spent (ISK),Number of ads in Library
314036327204,VR,VR,55421,15
737169626371453,Stundin,Stundin,9835,2
584934658344027,Áslaug Arna Sigurbjörnsdóttir,Áslaug Arna Sigurbjörnsdóttir,3596,1
154893001218870,ADHD samtökin,ADHD samtökin,3123,5
13204463437,"UNHCR, the UN Refugee Agency",These ads ran without a disclaimer,1803,1
106979180938014,Samstöðin,Samstöðin ehf,1471,2
192789944066997,Samtök ferðaþjónustunnar,Samtök ferðaþjónustunnar,1257,14
106430331983242,Ragnhildur Alda M. Vilhjálmsdóttir,Ragnhildur Alda Vilhjálmsdóttir,1222,1
276600879474149,Icelandic Wildlife Fund,The Icelandic Wildlife Fund,1069,1
509866436098947,Sabine Leskopf,Sabine Leskopf,929,1
108295544832396,Jóhann Páll Jóhannsson,Jóhann Páll Jóhannsson,735,1
117923164930140,Lifandi vísindi- Lifandi saga,Guðbjartur Finnbjörnsson,≤100,2
124275457632741,ElectronicSpecifier,These ads ran without a disclaimer,≤100,1
100192602860755,События,These ads ran without a disclaimer,≤100,1
108012784979216,rruz_design,These ads ran without a disclaimer,≤100,1
110367919014958,ERGO,These ads ran without a disclaimer,≤100,1
29056789480,Project Syndicate,These ads ran without a disclaimer,≤100,1
216311481960,Bill Gates,These ads ran without a disclaimer,≤100,1
