Location name,Amount spent (ARS)
Buenos Aires,1406102
Catamarca,41371
Chaco,113506
Chubut,67247
Ciudad Autónoma de Buenos Aires,359343
Corrientes,44012
Córdoba,1900219
Entre Rios,127137
Formosa,19949
Jujuy,55794
La Pampa,95402
La Rioja,12810
Mendoza,146473
Misiones,66968
Neuquén,266675
Río Negro,43941
Salta,446100
San Juan,134748
San Luis,112753
Santa Cruz,10101
Santa Fe,495480
Santiago del Estero,11471
Tierra del Fuego,73524
Tucuman,106890
Unknown,140
