Location name,Amount spent (BRL)
Acre (state),1202
Alagoas,2878
Amapá,732
Amazonas,3937
Bahia,15983
Ceará,10034
Espírito Santo,5505
Federal District,6638
Goiás,7256
Maranhão,6993
Mato Grosso,5450
Mato Grosso do Sul,4597
Minas Gerais,26462
Paraná,12859
Paraíba,5601
Pará,9200
Pernambuco,13258
Piauí,2887
Rio Grande do Norte,4440
Rio Grande do Sul,10458
Rio de Janeiro (state),15427
Rondônia,2159
Roraima,988
Santa Catarina,11119
Sergipe,2354
São Paulo (state),51796
Tocantins,1221
Unknown,≤100
